VP_Code;fpt_rt;word;emotionality;trials_fp.thisIndex;group;sort;features;mean_LDT_corr;matching_accuracy
HY4Kl;23.51475;Skibt;neu;18;Control;HY4Kl_Skibt;Zimmer aufräumen+schön+Erinnerungen+Kindheit+Geld+Glück+sich freuen+unerwartet+vermisst+Gefühle,;1;1
HY4Kl;40.71293;Zimerhubst;emo;2;Control;HY4Kl_Zimerhubst;Albtraum+Unwohlseinchdenken+Traurig sein+Erschöpfung+schlechte Stimmung+harter Tag+Bett+Sorgen+Stress+Klausurenphase,;1;1
HY4Kl;21.898425;Wunicher;emo;27;Control;HY4Kl_Wunicher;aufgeregt sein+überprüfen+Vorfreude+Koffer+Urlaub+Flugzeug+warten+ungeduldig+Anspannung+planen,;1;1
HY4Kl;22.11594;Mölauzegt;neu;21;Control;HY4Kl_Mölauzegt;Bewertung+Ideal Selbstchdenken+überarbeiten+überprüfen+urteilen+verbessern+hart sein+Abweichung+Handlungen+Gedanken,;0;1
HY4Kl;23.747775;Faube;neu;26;Control;HY4Kl_Faube;Training+üben+sich entwickeln+verbessern+Anfang+engagiert+Selbsttest+anstrengen,;1;1
HY4Kl;22.954415;Ismiprämpf;emo;7;Control;HY4Kl_Ismiprämpf;Berührung+unerwünscht+unterdrücken+fremde Person+Willen durchsetzen+Kellner+auf etwas hinweisen+interkulturelle Unterschiede+ziehen,;1;1
HY4Kl;25.548135;Plüpp;neu;17;Control;HY4Kl_Plüpp;Handlungen+Folgen+anstrengen+Gewissenhaftigkeit+Ansporn+Zukunft+Ziele+Training+Lernen+Prokrastinieren;1;1
HY4Kl;28.29393;Preier;emo;5;Control;HY4Kl_Preier;Zukunft+Studium+Ziele erreichen+konsequent sein+zufrieden sein+Stolz+etwas lohnt sich+anstrengen+dran bleiben+nicht aufgeben,;1;1
HY4Kl;25.013995;Ferandsor;neu;29;Control;HY4Kl_Ferandsor;Gespräch+anstarren+etwas wollen+Kontakt aufbauen+soziale Interaktion+Kellner+durchsetzen+Augen,;1;1
HY4Kl;34.95326;Struk;neu;20;Control;HY4Kl_Struk;unangenehm+unsympatische Person+aus dem Weg gehen+Ausreden suchen+Ex Freund+Streit+vermeiden+unschön+unwohl fühlen+Angst,;1;1
HY4Kl;32.30294;Vul;neu;0;Control;HY4Kl_Vul;Urlaub+Sauna+Entspannung+Seelenfrieden+Glück+Zufriedenheit+Ruhe+Frieden+Sonnenstrahlen+Meeresrauschen;1;1
HY4Kl;25.551815;Bismirbiel;emo;13;Control;HY4Kl_Bismirbiel;introvertiert+schwierig+einsam+sozial+Außenseiter+schüchtern+unverstanden+Rückzug+aus dem Weg gehen+Menschenmassen+Gruppen,;1;1
HY4Kl;42.021175;Neif;emo;1;Control;HY4Kl_Neif;Bett+morgens+Gelassenheit+Entspannung+guter Start+Sonne+Schöner Traum+gute Stimmung+erfrischt+spannend,;1;1
HY4Kl;31.64747;Muschürdur;emo;6;Control;HY4Kl_Muschürdur;Herzklopfen+Vertrauen+Geborgenheit+sozial+Interaktion+Eltern+Freunde+Partner+runter kommen+Stress abbauen+Unterstützung+Gespräche,;1;1
HY4Kl;26.936925;Iberletsch;neu;23;Control;HY4Kl_Iberletsch;Täuschung+vortäuschen+blenden+Sich verstellen+unehrlich+etwas schlecht machen+unsicher+Ausschluss+Ziele durchsetzen,;0.666666667;1
HY4Kl;26.680855;Namistell;neu;19;Control;HY4Kl_Namistell;Trauer+duster+Tränen+unaufhaltsam+soziale Unterstützung+Rückzug+Zuhause sein wollen+verstecken+Unwissen+negativ+Emotionen,;1;1
HY4Kl;29.04778;Zwelde;emo;3;Control;HY4Kl_Zwelde;Freunde+Postbote+Ungeduld+Vorfreude+etwas zieht sich+überprüfenchfragen+Zeit vergeht nicht+rumsitzen+Fenster+Tür;1;1
HY4Kl;29.913715;Mege;emo;15;Control;HY4Kl_Mege;abwarten+verstecken+vertan haben+unsicher+unerwünschter Besuch+unerwartet+Postbote+Klingel+hören+Couch,;1;0
HY4Kl;17.600795;Troff;neu;24;Control;HY4Kl_Troff;Vorstellungsgespräch+Trennungsgespräch+Nervösität+trainieren+wichtiger Termin+bedeutsam+Unruhe+Schwitzen+Herzrasen,;1;1
HN25DF;83.22;Glühm;neu;8;Control;HN25DF_Glühm;Ärger+Verzweiflung+Angestrengtes Nachdenken+liegt auf der Zunge+blöd;1;1
HN25DF;61.834;Zwelde;emo;3;Control;HN25DF_Zwelde;zielstrebig+Planung +diszipliniert;1;1
HN25DF;88.526;Iberletsch;neu;23;Control;HN25DF_Iberletsch;nervig+sieht keine Grenzen+kein Feingefühl+keine Akzeptanz+Wut;1;1
HN25DF;89.822;Skibt;neu;18;Control;HN25DF_Skibt;in andere hineinversetzten+Neid+Vergleich+Reflektion der eigenen Person;1;1
HN25DF;73.816;Weforshank;neu;16;Control;HN25DF_Weforshank;Aufregung+Unsicherheit+Vorfreude+weiche Knie+Schmetterlinge im Bauch+Gedanken;0.666666667;0
HN25DF;62.752;Bismirbiel;emo;13;Control;HN25DF_Bismirbiel;Menstruation +Ärger über sich selbst+Reflektion+Unverständnis,;1;1
HN25DF;87.458;Mege;emo;15;Control;HN25DF_Mege;Wut+Verzweiflung+Ärger+Augen rollen+Überlegung,;1;0
HN25DF;57.691;Häugnung;neu;11;Control;HN25DF_Häugnung;Bezugspersonen+Freunde+Vertrauen+Loayalität+Zuverlässigkeit;1;1
HN25DF;80.721;Troff;neu;24;Control;HN25DF_Troff;Liebe+Vertrauen+Bezugspersonen+Familie,;1;1
HN25DF;75.183;Neif;emo;1;Control;HN25DF_Neif;Unsicherheit+Angst Fehler zu machen +Training +Übung ,;1;1
HN25DF;89.022;Plüpp;neu;17;Control;HN25DF_Plüpp;Gefühl der Verbundenheit+Freudechempfinden+in den anderen hineinversetzten;1;1
HN25DF;89.891;Rugliebast;emo;9;Control;HN25DF_Rugliebast;Freude+aufregend+Erleichterung+Versteck,;1;1
HN25DF;65.046;Enkmitas;emo;14;Control;HN25DF_Enkmitas;müde+Gedanken+Augenringe+schwere Knochen+schwerfällige Bewegungen+Kaffee+Mittagsschlaf;1;1
HN25DF;78.906;Odef;neu;25;Control;HN25DF_Odef;Vorfreude+Packen+planen+buchen+Aufregung +hibbelig sein;1;1
HN25DF;83.932;Herklögen;emo;4;Control;HN25DF_Herklögen;Reflektion +ehrlich+Erwartung+Forderung an sich selbst +aufgeschlossen;1;1
HN25DF;46.165;Wumeizauch;emo;10;Control;HN25DF_Wumeizauch;Übung+Training+Meister+Sicherheit+Vertrauen +zeitintensiv;1;1
HN25DF;88.779;Wupforau;emo;12;Control;HN25DF_Wupforau;Liebe+Partner+Durchsetzen+Verlangen+vertraut;1;1
HN25DF;88.278;Mölauzegt;neu;21;Control;HN25DF_Mölauzegt;Reflektion +bewusst über eigene Taten+Objektivität+positiv+Kopfmensch;1;1
HN25DF;67.944;Muschürdur;emo;6;Control;HN25DF_Muschürdur;Vorwissen+Vertrauen in sich selbst+Freude+Zufriedenheit+Rückblick+Ziel erreicht;1;1
HN25DF;56.792;Struk;neu;20;Control;HN25DF_Struk;Zufall+unangenehm+Stille+Unsicherheit+Forderung;1;1
HN25DF;57.575;Vul;neu;0;Control;HN25DF_Vul;Feigheit +Trotz+Ausweichen+Flucht+unreif+wegrennen,;1;0
HN25DF;84.535;Faube;neu;26;Control;HN25DF_Faube;zu Hause+Familie+Freunde+Partner+Liebe+Vertrauen+glücklich+frei+leicht;1;1
HN25DF;86.71;Bingsemöl;neu;22;Control;HN25DF_Bingsemöl;einsam+introvertiert+Versteck+Angst+Unsicherheit;1;1
HN25DF;70.172;Wunicher;emo;27;Control;HN25DF_Wunicher;Freude+Lachen+Gemütlich+kuschelig+warm+weich+schlafen;1;1
HN25DF;54.144;Preier;emo;5;Control;HN25DF_Preier;Partner+Liebe+Zu Hause+Vertrauen+Beziehung+Familie;1;1
HN25DF;76.578;Ferandsor;neu;29;Control;HN25DF_Ferandsor;unehrlich+Spiel+nicht vertrauenswürdig+Situation zum eigenen Vorteil ausnutzen;1;1
HN25DF;89.809;Bisknirgo;emo;28;Control;HN25DF_Bisknirgo;Depression+Verzweiflung+Menstruation+weinen+Trost+zittern;1;1
HN25DF;64.13;Zimerhubst;emo;2;Control;HN25DF_Zimerhubst;Aufregung+Freude+hibbelig,;1;1
HN25DF;41.538;Ismiprämpf;emo;7;Control;HN25DF_Ismiprämpf;dumm+faul+unkooperativ,;1;1
HN25DF;72.048;Namistell;neu;19;Control;HN25DF_Namistell;Aufregung+Panik+Schweiß+Unsicherheit+Angst;1;1
PO20DF;67.171;Bisknirgo;emo;28;Imagery;PO20DF_Bisknirgo;unzufrieden+Suche+ungeduldig+nervös+enttäuscht;1;1
PO20DF;42.68;Wupforau;emo;12;Imagery;PO20DF_Wupforau;Mut+Zeit aufbringen+wichtige Sachen verschieben+Stolz+Zufriedenheit+Zielstrebigkeit+100 Prozent,;1;1
PO20DF;34.079;Vul;neu;0;Imagery;PO20DF_Vul;nervig+wütend+keine Lust+ungewollte Gedankenspiele+missachten+befolgen+nicht nochmal+kostet Kraft+unzufrieden+zufrieden;1;1
PO20DF;75.463;Faube;neu;26;Imagery;PO20DF_Faube;alarmierend+gespannt+staunen+ängstlich+erschrocken+zufrieden+glücklich+sehenswertchmachen+lernen,;1;1
PO20DF;31.08;Muschürdur;emo;6;Imagery;PO20DF_Muschürdur;Hoffnung+Freude+Vertrauen+Anspannung+Freunde+Gedanken+sicher+unsicher+bereit+unentschlossen;1;1
PO20DF;37.847;Odef;neu;25;Imagery;PO20DF_Odef;Wut Trauer ausversehen Problem nicht so wichtig Ausbruch schreien rot werden;1;1
PO20DF;37.653;Herklögen;emo;4;Imagery;PO20DF_Herklögen;Schande+Nervenkitzel+Vorfreude+Anspannung+nervöschdenklich+traurig+Missachtung+unbedingt;1;1
PO20DF;40.713;Wunicher;emo;27;Imagery;PO20DF_Wunicher;vertrauensvoll+Freund+Familie+Partner+sorglos+freie Gedanken+entspannt+sicher;1;1
PO20DF;18.854;Weforshank;neu;16;Imagery;PO20DF_Weforshank;Wärme+Glück+Zufriedenheit+Geborgenheit+weich+schön+ Liebe+Zuneigung+sich kümmern;1;1
PO20DF;47.122;Iberletsch;neu;23;Imagery;PO20DF_Iberletsch;Spaß+lernen+Entäuschung+Glück+Belohnung+neue Bekanntschaften+Freunde+Weiterentwicklung+schwer+Aussprache+einfach+lustig+interessant+Hintergrund+Entstehung;1;1
PO20DF;43.397;Mölauzegt;neu;21;Imagery;PO20DF_Mölauzegt;Freude+Trauerchvollziehen+Verständnis+Betroffenheit+Scham+Gllü;1;1
PO20DF;29.683;Enkmitas;emo;14;Imagery;PO20DF_Enkmitas;Glück+erstaunen+Erleichterung+Gedächtnislücke geschlossen+zufrieden+sorglos;1;1
PO20DF;14.896;Bingsemöl;neu;22;Imagery;PO20DF_Bingsemöl;betrunken+ Angst+Müdigkeit+unfähig+Probleme+Gedanken+Krankheit,;1;1
PO20DF;26.396;Namistell;neu;19;Imagery;PO20DF_Namistell;viel Zeit investiert+erschöpft+erleichtert+Vorfreude+warten+ungeduldig+Geselligkeit,;1;1
PO20DF;36.064;Häugnung;neu;11;Imagery;PO20DF_Häugnung;besser+schlechter+woher+Gefühle+Gedanken+Überlegungen+Dauer;1;1
PO20DF;33.315;Glühm;neu;8;Imagery;PO20DF_Glühm;Aufwand+lernen+Antrieb+Reiz+Glück+Stolz+schwitzen+Üben+begeistert+Hindernisse;1;1
PO20DF;33.624;Wumeizauch;emo;10;Imagery;PO20DF_Wumeizauch;Drang+Wille+Versuchung+spüren+eilig+Problem+Liebe,;1;1
PO20DF;22.398;Neif;emo;1;Imagery;PO20DF_Neif;Erkenntnis+traurig+glücklich+unentschlossen+Angst+lernen+Erfahrung;0.666666667;1
PO20DF;30.288;Zimerhubst;emo;2;Imagery;PO20DF_Zimerhubst;Stolz+Mut+Kraft+selbstbewusst+glücklich+Ansporn+Eigeninitiative+sicher+entschlossen+ohne Ablenkung+Eifer+Zeit;1;1
PO20DF;35.548;Preier;emo;5;Imagery;PO20DF_Preier;Hoffnung+Ausweg+Umwegchdenklich+überlegen+Lösung,;1;1
PO20DF;17.181;Skibt;neu;18;Imagery;PO20DF_Skibt;Wunsch+Gegenmaßnahmen+verstecken+nicht melden+Handy aus+alleine sein+zögern+Unwohlsein+Gedanken+Wut+Trauer;1;1
PO20DF;36.772;Mege;emo;15;Imagery;PO20DF_Mege;Entspannung+schlafen+ruhig atmen+Wärme+Freunde+gelassen+kein Stress+wenige Gedanken+Kein Streit+loslassen;1;1
PO20DF;39.422;Ismiprämpf;emo;7;Imagery;PO20DF_Ismiprämpf;unsicher+ängstlich+Einzelkämpfer+stark+schüchtern+Trauer+hilflos,;1;0
PO20DF;18.736;Zwelde;emo;3;Imagery;PO20DF_Zwelde;Freude Zeit leider schon vorbei nochmal träumen wieso aufgewacht Kopfgrübeln warum? Bedeutung Ent;1;1
PO20DF;47.781;Rugliebast;emo;9;Imagery;PO20DF_Rugliebast;Wärme+fallen lassen+Freude+glücklich+entspannt+sorgenfrei+Spaß+gute Gespräche+offenes Ohr+Problembewältigung+kein Stress,;1;1
PO20DF;30.463;Struk;neu;20;Imagery;PO20DF_Struk;Scham+zurückstecken+schlau+Taktik;1;1
PO20DF;21.056;Ferandsor;neu;29;Imagery;PO20DF_Ferandsor;abgeschlagen+fix und fertig+alleine sein+Kälte+Leerechdenklich+Sinn;1;1
PO20DF;7.047;Plüpp;neu;17;Imagery;PO20DF_Plüpp;Vorfreude+Anspannung+Gedanken+gut+schlecht+nervös+entspannt+Ideen+spannend+aufgeregt+Zeit vergeht langsam,;1;1
PO20DF;25.564;Troff;neu;24;Imagery;PO20DF_Troff;gespannt+ungeduldig+Ausdauer+Fragen+entspannt+Taktik+aufmerksam+bereit;1;1
PO20DF;32.78;Bismirbiel;emo;13;Imagery;PO20DF_Bismirbiel;Vorstellungsgespräch+Bewerbung+Jahresgespräch+Schule+Arbeit+Lehrer+Chef+verkrampft+angespanntsse Hände+Gedanken;1;1
MK8MR;45.4906;Iberletsch;neu;23;Control;MK8MR_Iberletsch;frutriert+Ärger+genervt+aufgeben+hinterfragen+Puzzleteil;1;1
MK8MR;89.836885;Häugnung;neu;11;Control;MK8MR_Häugnung;anstrengend+Arbeit+sinnvoll+gutes Gewissen+zufrieden+erstrebenswert;1;1
MK8MR;58.075855;Mege;emo;15;Control;MK8MR_Mege;Ärger+ungefragt+hilflos+ausgeliefert+Flucht+vermeiden,;1;1
MK8MR;40.750105;Odef;neu;25;Control;MK8MR_Odef;Erinnerung+abschauen+Hilfe+abfärben+Verbundenheit;1;0
MK8MR;62.016465;Muschürdur;emo;6;Control;MK8MR_Muschürdur;beängstigrend+neu+undsicher+spannendS;1;1
MK8MR;70.061705;Vul;neu;0;Control;MK8MR_Vul;Ärger+Wut+ohne Kontrolle+hilflos+ausgeliefert+schuldbewusst+übertrieben;1;1
MK8MR;88.27841;Rugliebast;emo;9;Control;MK8MR_Rugliebast;Ärger+Blamage+Vorführeffekt+verrückt machen+Selbstvorwurf+rastlos,;1;0
MK8MR;68.795845;Preier;emo;5;Control;MK8MR_Preier;beruhigend+entspannung+Arbeitsteilung+fair+Rückhalt+nicht alleine;0.666666667;0
MK8MR;51.0598;Wumeizauch;emo;10;Control;MK8MR_Wumeizauch;wunderschön+einzigartig+Verbindung+Nähe+Körperwärme+Liebe+Geborgenheit+Halt+Familie;1;0
MK8MR;42.96378;Mölauzegt;neu;21;Control;MK8MR_Mölauzegt;peinlich+Fehler+ungewollte Aufmerksamkeit+Sorgen+überprüfen+Lücken;1;1
MK8MR;42.08099;Ismiprämpf;emo;7;Control;MK8MR_Ismiprämpf;Emotionen+Empathie+nicht allein+Verbindung+bewusst werden;1;0
MK8MR;59.34965;Glühm;neu;8;Control;MK8MR_Glühm;Überraschung+Freude+neu+unerwartet++egal;1;0
MK8MR;72.699435;Enkmitas;emo;14;Control;MK8MR_Enkmitas;müde+antrieblos+Kopfschmerzen+keine klaren Gedanken+Sorgen+Angst,;1;1
MK8MR;88.67514;Bismirbiel;emo;13;Control;MK8MR_Bismirbiel;Erwartung+Freude+sich sammeln+mentale Vorbereitung+aufgeregt+nervös+Packliste+Sorgen;1;1
MK8MR;61.80883;Struk;neu;20;Control;MK8MR_Struk;kritisch+Zweifel+überlegen+Gedanken,;1;0
MK8MR;20.53052;Namistell;neu;19;Control;MK8MR_Namistell;lernen+Sicherheit+Kontrolle+vorausschauen+Pflicht+mühsam;1;1
MK8MR;61.11676;Zimerhubst;emo;2;Control;MK8MR_Zimerhubst;zucken+unangebracht+zurück halten+unter Kontrolle+unangenehm+Bedürfsnis;1;1
MK8MR;87.836125;Ferandsor;neu;29;Control;MK8MR_Ferandsor;Bereuen+Zweifel+harte Erkenntnis+Enttäuschung über mich selbs;1;1
MK8MR;37.167515;Wupforau;emo;12;Control;MK8MR_Wupforau;Ziel erreicht+Genugtuung+erleichtert+Stolz+bewerten+Rückblick+Freude;1;0
MK8MR;38.63219;Bingsemöl;neu;22;Control;MK8MR_Bingsemöl;Kommunikation+Zeichen+Verbindung+Wunsch+unangenehm;1;1
MK8MR;63.286055;Plüpp;neu;17;Control;MK8MR_Plüpp;Panik+Flucht+nervös+Ausreden+gedankenlos;1;0
MK8MR;76.54343;Bisknirgo;emo;28;Control;MK8MR_Bisknirgo;Etspannt+Ruhig+Wunschlos glücklich,;1;1
MK8MR;36.03971;Zwelde;emo;3;Control;MK8MR_Zwelde;unangenehm+Flucht+Vorsichtig+schlechtes Gewissen+alleine sein wollen;1;0
MK8MR;45.13142;Troff;neu;24;Control;MK8MR_Troff;Harmonie+Glückseeligkeit+Angekommen+Motivation+Frieden;1;1
MK8MR;30.25854;Neif;emo;1;Control;MK8MR_Neif;Ruhe+Schutz+ich selbst sein+lachen+Freundschaft+Familie;1;1
MK8MR;37.84485;Herklögen;emo;4;Control;MK8MR_Herklögen;Lügen+manipulieren+unehrlich+unangenehm+unausgesproches+verbergen;1;1
MK8MR;32.22446;Wunicher;emo;27;Control;MK8MR_Wunicher;hilflos+leer+Verwirrung+Fragen+ergründen wollen+melancholisch;1;0
MK8MR;28.31114;Weforshank;neu;16;Control;MK8MR_Weforshank;Vorfreude+leicht genervt+nervös+ungeduldig+rastlos+bestimmt Gedanken,;1;1
MK8MR;29.36372;Faube;neu;26;Control;MK8MR_Faube;Panik+schlechtes Gewissen+Bedenken+abwarten+unsicher;1;0
MK8MR;32.784965;Skibt;neu;18;Control;MK8MR_Skibt;Aufregung+Anspannung+Kontrolle+zittern+Adrenalin+Angst;1;0
SF23KD;81.26073;Glühm;neu;8;Imagery;SF23KD_Glühm;Gedankenkreisen+Entfremdung+Unruhe+Anspannung+steif+unentspannt+aufgewühlt+rastlos+hilflos+beengt+kein Körperkontakt+im Kopf feststecken+kein Ausweg+anstrengend+ziellos;1;1
SF23KD;83.426095;Bingsemöl;neu;22;Imagery;SF23KD_Bingsemöl;Energie+Fokus+Lust+Wollen+Eifer+Freude+Spaß+Leichtigkeit und Fokus+Flow+Gut+Fotschritt+Entwicklung+Wachstum+Neugier+Herausforderung+Stärke+Kreativität;1;1
SF23KD;89.180305;Struk;neu;20;Imagery;SF23KD_Struk;will ich nicht wissen+Wut+Groll+unangenehm+überfordernd+Grenzüberschreitend+dankbark+interessant+hab ich nicht gewusst+hilfreich+uninteressant+was soll das+Irritation+genervt sein;1;1
SF23KD;83.44278;Ismiprämpf;emo;7;Imagery;SF23KD_Ismiprämpf;Wärme+Nähe+Geborgenheit+Sehnsucht+haben wollen+Glück+Leichtigkeit+Sinn+Verbundenheit+Körperlichkeit+schön,mehr davon;1;1
SF23KD;83.58291;Vul;neu;0;Imagery;SF23KD_Vul;Ahnung+Freude+Unbehagen+Spannung+Gelassenheit+Zuversicht+angenehm+unangenehm+Erwartung+Erkenntnis+Gewissheit,;1;1
SF23KD;88.917485;Enkmitas;emo;14;Imagery;SF23KD_Enkmitas;Trigger+unangenehm+angenehm+Kontollverlust+Muster+Aufregung+automatisch+getrieben+vermeidung+Drang+Unruhe+hilflos+überraschend;1;1
SF23KD;89.933485;Wumeizauch;emo;10;Imagery;SF23KD_Wumeizauch;verdammt+ich habs gleich+ich weiß es doch+unruhe+erwartungsvoll+aufgeregt+unruhig+erregt+gespannt+hibbeligchdenklich+wehement;1;1
SF23KD;81.77845;Mege;emo;15;Imagery;SF23KD_Mege;Mega+toll+Respekt+wow+Erfolg+Stolz+Freude+Erleichterung+Stärke+Freiheit+Luft+Ziel errecih;1;1
SF23KD;88.396505;Bismirbiel;emo;13;Imagery;SF23KD_Bismirbiel;warm ums Herz+Nähe+Geborgenheit+Kindheit+Familie+Vertrauen+Sicherheit+mir kann nichts passieren+die Welt ist in Ordnung+schön+leicht,verzückt+freudig+besselt+beglückt+magisch+Heimat+Hoffnung+ohn Worte;1;1
SF23KD;87.10338;Mölauzegt;neu;21;Imagery;SF23KD_Mölauzegt;peinlich+ohjeee+wo ist das Loch im Boden+schlecht+Scham+Belustigung+Unsicherheit+Verdrängung+Vermeidung+Stopp+ich will nicht+doof+sich klein fühlen+dumm vorkommen;1;1
SF23KD;75.871995;Namistell;neu;19;Imagery;SF23KD_Namistell;Freude+Leichtigkeit+Überraschung+Nähe+Verbundenheit+das Leben ist schön+Dankbarkeit+genießen+feiern+schön+großartig+genial+Wärme;1;1
SF23KD;89.95531;Weforshank;neu;16;Imagery;SF23KD_Weforshank;ohhh+Freude+Überraschung+erstaunen+innehalten+strhlen+lächeln+Dankbarkeit+Verwunderung+beglückt+beseelt+im Hier und Jetzt+gedankenversunken,Glück+warm erregt+euphorisch;1;1
SF23KD;84.577195;Neif;emo;1;Imagery;SF23KD_Neif;Müde+schwach träge+gleichgültig+melancholisch+k.o.+in sich ruhend+zufrieden und unzufrieden+Stiummungswechsel+Vorwurf+nörgenlnde Gedanke+egal+neuer Tag neues Glück+mach ich morgen+Genuss und schlechtes;1;1
SF23KD;86.546375;Wupforau;emo;12;Imagery;SF23KD_Wupforau;Aufgrenung+Spannung+Freiheit+Drang+Abenteuer+Hier und Jetzt+Genießen+Spaß+Freizeit+Kreativität+andere Kultur+Wissensdrang+Entdeckerfreude+Adrenalin+Grenzen testen+entdecken+loslassen+weniger denken mehr tun;1;1
SF23KD;80.491885;Zwelde;emo;3;Imagery;SF23KD_Zwelde;scheiße+nervt mich+warum geht das nicht besser+Frust+Wut+Unruhe+Unbehagen+platzen können+wohin mit mir,genervt sein,;1;1
SF23KD;76.46102;Herklögen;emo;4;Imagery;SF23KD_Herklögen;Perfektinosmuss+unnötig+cant stop it,Zwang+Wut+Frustration+Ergeiz+erschöpfung+Unmut+genervt+enttäuscht+wollen;1;1
SF23KD;74.378235;Preier;emo;5;Imagery;SF23KD_Preier;Lust+Freude+Verlangen+Spaß+Maßlosigkeit+körperliche Nähe+Befriedigung+schön+warmh+intensiv+stark+Sog+Verbunden sein+stillstand+Moment+genießen+kein Gedanke an gleich+Fantasie;1;1
SF23KD;89.39946;Troff;neu;24;Imagery;SF23KD_Troff;+Stolz+Freude+Erleichterung+Sicherheit+Stärke+Hoffnung+Glaube+Fokus+angenehm+gut+sehr gut+ich kann das schaffen+gut gemacht+ich sthe für mich eine+mehr davon+Ziel erreichen+Freiheit;1;1
SF23KD;41.269815;Iberletsch;neu;23;Imagery;SF23KD_Iberletsch;Stolz+Freude+Stärke+Fokus+Leichtigkeit+Lebensfreude+Selbstbewusstein+Vertrauen+Fähigkeit+gut+verbunden+sicher+groß+grenzenlos+angenehm+merh davon+schön+zufrieden+gelassen+glücklich;1;1
SF23KD;67.000045;Plüpp;neu;17;Imagery;SF23KD_Plüpp;Hoffnungsvoll+aufgeregt+erregt+leidenschaftlich+Erwatung+wollen+unsicher+verlegen+erregt+verliebt;1;1
SF23KD;57.594865;Odef;neu;25;Imagery;SF23KD_Odef;unangenehm+Vermeidung+will ich nicht+Verdrängung+Höflichkeit+Respekt+Scham+Schuld+Bitte nicht+Bauchgrummeln+keine Konftontaktion+Konflitkvermeidung,;1;1
SF23KD;89.73107;Zimerhubst;emo;2;Imagery;SF23KD_Zimerhubst;Frei+friedlich+zufrieden+Stille+sorglos+schwerelos+angenehm+weich+leicht+halten wollen+mehr davon+Glück+Hier und Jetzt+grenzenlos+ich sein+keine Bewertung;1;1
SF23KD;43.2155;Faube;neu;26;Imagery;SF23KD_Faube;Unsicher+Vorsichtigt+unentspannt+Anspannung,Scham+Angst+Vermeidung+angepasst sein+Gefallen wollen+Angst vor Ablehnung und Zurückweisung+schwach+labil+ohne Selbstbewusstein+abhängig;1;1
SF23KD;89.517405;Skibt;neu;18;Imagery;SF23KD_Skibt;+schön+unreal+zurückwollen+nicht richtig wach werden wollen+gedankenversunken+was war das+unangenehm+verdränung+ flaues Gefühl+orientierungslos+warum träume ich sowas+was will mir das sagen+will ich n;1;1
SF23KD;70.655;Muschürdur;emo;6;Imagery;SF23KD_Muschürdur;chillen+vertraut+schön+entspannt+angenehm;1;1
SF23KD;78.40932;Wunicher;emo;27;Imagery;SF23KD_Wunicher;misst+verdammt+schade+was soll ich tun+hin und her+Gedanken kreisen+richtig und falsch+warum heute+ich würde so gerne+Vernunft+Gewissen+Zwiespalt,abwägen+unsicher+traurig+neidisch+berdauernd,;1;1
SF23KD;51.240505;Ferandsor;neu;29;Imagery;SF23KD_Ferandsor;Fragezeichen+warum+wieso+woher+unangenehm+Sorge+Unsicherheit+Verwirrung+egal+mal schauen+keine Ahnung+doof+nervig+komisch+mal abwarten+jemanden Fragen+sich Gedanken machen+abwartennu+Verwunderung+angenehm+irrtiert;1;1
SF23KD;62.812215;Häugnung;neu;11;Imagery;SF23KD_Häugnung;Unruhe+abgelenkt+Unsicherheit+Anspannung+unnötig+kann es nicht lassen+Kontrolle+Angst zu verpassen+unentspannt+nervig;1;1
SF23KD;88.98664;Rugliebast;emo;9;Imagery;SF23KD_Rugliebast;fuck+nicht jetzt+wer ist das+kein Bock+Vermeidung+Unlust+Aufregung+unangenehm+abwarten+Nervosität+Starre+verharren+Hoffnungsvoll sein;1;1
SF23KD;77.556685;Bisknirgo;emo;28;Imagery;SF23KD_Bisknirgo;strategisch+plannen+Überblick+Kontrolle+Sicherheit+Souverenität+Planung+gut+hilfreich+Struktur+stark+Klarheit;1;1
BM1DG;43.251;Herklögen;emo;4;Imagery;BM1DG_Herklögen;Panik+unrealistisch+Worst case scenario +übertrieben +Angst +muss darüber reden,;0.666666667;0
BM1DG;56.665;Iberletsch;neu;23;Imagery;BM1DG_Iberletsch;Stress+Anstrengung+Zweifel +nicht immer lohnenswert+Risiken +Motivation+ehrgeizig+überzeugt;1;1
BM1DG;40.733;Muschürdur;emo;6;Imagery;BM1DG_Muschürdur;hilfreich+verwirrt+ungewohnt+überraschend+Abwechslung+neue Menschen kennenlernen+Zufall;1;0
BM1DG;37.282;Zwelde;emo;3;Imagery;BM1DG_Zwelde;schön+Freude+Empathie+Neid+will auch,;1;0
BM1DG;41.484;Vul;neu;0;Imagery;BM1DG_Vul;Intuition+inneres Gefühl+neu+ungewohnt+Vorfreude+spannend+gespannt,;0.666666667;0
BM1DG;40.864;Faube;neu;26;Imagery;BM1DG_Faube;sicher gehen wollen+empfindlich+übervorsichtig +hypersensibel,;1;0
BM1DG;28.198;Bingsemöl;neu;22;Imagery;BM1DG_Bingsemöl;Frust +Verwirrung+nervig+aufgeregt sein +Vortrag +andere Sprache,;1;1
BM1DG;24.93;Bisknirgo;emo;28;Imagery;BM1DG_Bisknirgo;stolz+beruhigt+nimmt Last weg+Freude+Hut ab +danke,;1;0
