	VP_Code	Wort	Emotionalität	Assoziationen	Sentiment Score	Modelleinschätzung
413	HN25DF	Wumeizauch	emo	practice + training + master + safety + confidence + time-consuming	0.7269	emotional
414	HN25DF	Wupforau	emo	love + partner + assertive + desire + familiar	0.7845	emotional
415	HN25DF	Mölauzegt	neu	reflection + aware of one's own actions + objectivity + positive + head person	0.5574	emotional
416	HN25DF	Muschürdur	emo	prior knowledge + trust in yourself + joy + satisfaction + review + goal achieved	0.875	emotional
417	HN25DF	Struk	neu	coincidence + uncomfortable + silence + uncertainty + demand	-0.6705	emotional
418	HN25DF	Vul	neu	cowardice + defiance + dodge + escape + immature + run away	0.1779	neutral
419	HN25DF	Faube	neu	home + family + friends + partner + love + trust + happy + free + easy	0.9661	emotional
420	HN25DF	Bingsemöl	neu	lonely + introvert + hiding + fear + insecurity	-0.8658	emotional
421	HN25DF	Wunicher	emo	joy + laughter + cozy + cuddly + warm + soft + sleep	0.836	emotional
422	HN25DF	Preier	emo	partner + love + home + trust + relationship + family	0.8176	emotional
423	HN25DF	Ferandsor	neu	dishonest + game + untrustworthy + taking advantage of the situation	-0.4019	neutral
424	HN25DF	Bisknirgo	emo	depression + despair + menstruation + crying + comfort + shaking	-0.8074	emotional
425	HN25DF	Zimerhubst	emo	excitement + joy + jittery	0.7906	emotional
426	HN25DF	Ismiprämpf	emo	stupid + lazy + uncooperative	-0.7096	emotional
427	HN25DF	Namistell	neu	excitement + panic + sweat + insecurity + fear	-0.7269	emotional
428	PO20DF	Bisknirgo	emo	dissatisfied + searching + impatient + nervous + disappointed	-0.8402	emotional
429	PO20DF	Wupforau	emo	courage + spend time + postpone important things + pride + contentment + determination + 100 percent	0.8658	emotional
430	PO20DF	Vul	neu	annoying + angry + not interested + unwanted mind games + disregard + follow + not again + costs energy + dissatisfied + satisfied	-0.8521	emotional
431	PO20DF	Faube	neu	alarming + excited + amazed + anxious + frightened + satisfied + happy + worth seeing + imitate + learn	0.8225	emotional
432	PO20DF	Muschürdur	emo	hope + joy + trust + tension + friends + thoughts + secure + insecure + ready + undecided	0.9001	emotional
433	PO20DF	Odef	neu	anger + sadness + accident + problem + not that important + outburst + screaming + blushing	-0.9392	emotional
434	PO20DF	Herklögen	emo	shame + thrill + anticipation + tension + nervous + thoughtful + sad + disrespect + absolutely	-0.7845	emotional
435	PO20DF	Wunicher	emo	trusting + friend + family + partner + carefree + free thoughts + relaxed + secure	0.9477	emotional
436	PO20DF	Weforshank	neu	warmth + happiness + contentment + security + soft + beautiful + love + affection + caring	0.9781	emotional
437	PO20DF	Iberletsch	neu	fun + learn + disappointment + happiness + reward + new acquaintances + friends + advancement + difficult + pronunciation + easy + funny + interesting + background + origin	0.9468	emotional
438	PO20DF	Mölauzegt	neu	joy + sadness + understand + understanding + dismay + shame	-0.6124	emotional
439	PO20DF	Enkmitas	emo	happiness + amazed + relief + memory gap closed + satisfied + carefree	0.9371	emotional
440	PO20DF	Bingsemöl	neu	drunk + scared + tired + incapable + problems + thoughts + sickness	-0.91	emotional
441	PO20DF	Namistell	neu	invested a lot of time + exhausted + relieved + anticipation + waiting + impatient + sociability	0.1027	neutral
442	PO20DF	Häugnung	neu	better + worse + where from + feelings + thoughts + considerations + duration	-0.0516	neutral
443	PO20DF	Glühm	neu	effort + learn + drive + stimulus + happiness + pride + sweat + practice + excited + obstacles	0.7003	emotional
444	PO20DF	Wumeizauch	emo	urge + will + temptation + feel + hurry + problem + love	0.3612	neutral
445	PO20DF	Neif	emo	realization + sad + happy + indecisive + fear + learning + experience	-0.5574	emotional
446	PO20DF	Zimerhubst	emo	pride + courage + strength + confident + happy + encouraged + initiative + secure + determined + without distractions + eagerness + time	0.9661	emotional
447	PO20DF	Preier	emo	hope + way out + detour + thoughtful + consider + solution	0.7783	emotional
448	PO20DF	Skibt	neu	desire + countermeasures + hide + don't report + phone off + be alone + hesitate + unwell + thoughts + anger + sadness	-0.8271	emotional
449	PO20DF	Mege	emo	relaxation + sleep + breathe easy + warmth + friends + calm + no stress + few thoughts + no arguments + letting go	0.7003	emotional
450	PO20DF	Ismiprämpf	emo	insecure + anxious + lone wolf + strong + shy + sad + helpless	-0.8658	emotional
451	PO20DF	Zwelde	emo	joy + time unfortunately already over + dreaming again + why woke up + pondering + why? + meaning	0.34	neutral
452	PO20DF	Rugliebast	emo	warmth + letting go + joy + happy + relaxed + carefree + fun + good conversations + listening ear + problem solving + no stress	0.9538	emotional
453	PO20DF	Struk	neu	shame + holding back + smart + tactics	-0.1027	neutral
454	PO20DF	Ferandsor	neu	beaten off + exhausted + being alone + cold + emptiness + thoughtful + meaning	-0.765	emotional
455	PO20DF	Plüpp	neu	anticipation + tension + thoughts + good + bad + nervous + relaxed + ideas + exciting + excited + time goes by slowly	0.6369	emotional
456	PO20DF	Troff	neu	excited + impatient + perseverance + questions + relaxed + tactics + attentive + ready	0.7096	emotional
457	PO20DF	Bismirbiel	emo	job interview + application + annual review + school + work + teacher + boss + cramped + tense hands + thoughts	-0.34	neutral
458	MK8MR	Iberletsch	neu	frustrated + annoyed + annoyed + giving up + questioning + puzzle piece	-0.765	emotional
459	MK8MR	Häugnung	neu	strenuous + work + meaningful + clear conscience + satisfied + worth striving for	0.8225	emotional
460	MK8MR	Mege	emo	anger + unasked + helpless + exposed + escape + avoid	-0.8176	emotional
461	MK8MR	Odef	neu	memory + look + help + rub off + connectedness	0.4019	neutral
462	MK8MR	Muschürdur	emo	scary + new + uncertain + exciting	-0.296	neutral
463	MK8MR	Vul	neu	anger + rage + out of control + helpless + at the mercy of + guilty + over the top	-0.8689	emotional
464	MK8MR	Rugliebast	emo	anger + embarrassment + demonstration effect + maddening + self-reproach + restless	-0.8885	emotional
465	MK8MR	Preier	emo	calming + relaxation + division of labor + fair + support + not alone	0.8966	emotional
466	MK8MR	Wumeizauch	emo	beautiful + unique + connection + closeness + body warmth + love + security + support + family	0.9451	emotional
467	MK8MR	Mölauzegt	neu	embarrassing + mistakes + unwanted attention + worries + checking + gaps	-0.8316	emotional
468	MK8MR	Ismiprämpf	emo	emotions + empathy + not alone + connection + becoming aware	0.1877	neutral
469	MK8MR	Glühm	neu	surprise + joy + new + unexpected + doesn't matter	0.7028	emotional
470	MK8MR	Enkmitas	emo	tired + listless + headache + no clear thoughts + worries + fear	-0.8176	emotional
471	MK8MR	Bismirbiel	emo	anticipation + joy + gathering + mental preparation + excited + nervous + packing list + worries	0.4019	neutral
472	MK8MR	Struk	neu	critical + doubts + consider + thoughts	-0.5423	emotional
473	MK8MR	Namistell	neu	learn + safety + control + look ahead + duty + tedious	0.4215	neutral
474	MK8MR	Zimerhubst	emo	twitch + inappropriate + hold back + under control + uncomfortable + need	-0.3818	neutral
475	MK8MR	Ferandsor	neu	regret + doubt + hard realization + disappointment in myself	-0.8402	emotional
476	MK8MR	Wupforau	emo	goal achieved + satisfaction + relieved + pride + evaluate + look back + joy	0.8934	emotional
477	MK8MR	Bingsemöl	neu	communication + sign + connection + desire + uncomfortable	0.0258	neutral
478	MK8MR	Plüpp	neu	panic + escape + nervous + excuses + thoughtless	-0.7717	emotional
479	MK8MR	Bisknirgo	emo	relaxed + calm + perfectly happy	0.9246	emotional
480	MK8MR	Zwelde	emo	uncomfortable + escape + cautious + guilty conscience + wanting to be alone	-0.7269	emotional
481	MK8MR	Troff	neu	harmony + bliss + arrived + motivation + peace	0.9062	emotional
482	MK8MR	Neif	emo	calm + protection + being myself + laughter + friendship + family	0.8126	emotional
483	MK8MR	Herklögen	emo	lying + manipulating + dishonest + uncomfortable + unspoken + concealing	-0.9042	emotional
484	MK8MR	Wunicher	emo	helpless + empty + confusion + questions + wanting to fathom + melancholic	-0.743	emotional
485	MK8MR	Weforshank	neu	anticipation + slightly annoyed + nervous + impatient + restless + determined thoughts	-0.5211	emotional
486	MK8MR	Faube	neu	panic + bad conscience + concerns + wait and see + unsure	-0.8316	emotional
487	MK8MR	Skibt	neu	excitement + tension + control + tremors + adrenaline + fear	-0.3182	neutral
488	SF23KD	Glühm	neu	mind circles + alienation + restlessness + tension + stiff + unrelaxed + agitated + restless + helpless + cramped + no physical contact + stuck in the head + no way out + exhausting + aimless	-0.9618	emotional
489	SF23KD	Bingsemöl	neu	energy + focus + desire + want + zeal + joy + fun + ease and focus + flow + good + progress + development + growth + curiosity + challenge + strength + creativity	0.9801	emotional
490	SF23KD	Struk	neu	i don't want to know + anger + resentment + uncomfortable + overwhelming + crossing borders + grateful + interesting + i didn't know + helpful + uninteresting + what's that supposed to be + irritation + annoyed	-0.8991	emotional
491	SF23KD	Ismiprämpf	emo	warmth + closeness + security + longing + wanting + happiness + lightness + meaning + connectedness + physicality + nice more of it	0.8934	emotional
492	SF23KD	Vul	neu	intuition + joy + discomfort + tension + serenity + confidence + pleasant + unpleasant + expectation + realization + certainty	0.6369	emotional
493	SF23KD	Enkmitas	emo	trigger + uncomfortable + comfortable + loss of control + pattern + excitement + automatic + driven + avoidance + urges + restless + helpless + surprising	-0.4767	neutral
494	SF23KD	Wumeizauch	emo	damn + i'll have it in a minute + i know it + restlessness + expectant + excited + restless + agitated + tense + jittery + thoughtful + vehement	-0.7506	emotional
495	SF23KD	Mege	emo	mega + great + respect + wow + success + pride + joy + relief + strength + freedom + air + goal achieved	0.9854	emotional
496	SF23KD	Bismirbiel	emo	warm heart + closeness + security + childhood + family + trust + security + nothing can happen to me + the world is fine + beautiful + slightly ecstatic + joyful + happy + magical + homeland + hope + without words	0.9791	emotional
497	SF23KD	Mölauzegt	neu	embarrassing + oh jeee + where's the hole in the ground + bad + shame + amusement + insecurity + repression + avoidance + stop + i don't want to + feel stupid + feel small + seem stupid	-0.972	emotional
498	SF23KD	Namistell	neu	joy + lightness + surprise + closeness + connection + life is beautiful + gratitude + enjoy + celebrate + beautiful + great + awesome + warmth	0.9883	emotional
499	SF23KD	Weforshank	neu	ohhh + joy + surprise + astonishment + pause + radiate + smile + gratitude + amazement + happy + inspired + lost in the here and now + thoughts + happiness + warmly excited + euphoric	0.9858	emotional
500	SF23KD	Neif	emo	tired + weakly sluggish + indifferent + melancholic + knocked out + at peace + satisfied and dissatisfied + change of mood + reproach + nagging thought + no matter + new day new happiness + i'll do tomorrow + pleasure and bad	-0.7003	emotional
501	SF23KD	Wupforau	emo	excitement + freedom + urge + adventure + here and now + enjoyment + fun + leisure time + creativity + different culture + thirst for knowledge + joy of discovery + adrenaline + test limits + discover + let go + think less and do more	0.9719	emotional
502	SF23KD	Zwelde	emo	shit + annoys me + why can't it be better + frustration + anger + restlessness + uneasiness + can burst + where to take me + be annoyed	-0.9683	emotional
503	SF23KD	Herklögen	emo	perfectionism + unnecessary + can't stop it + compulsion + anger + frustration + ambition + exhaustion + resentment + annoyed + disappointed + wanting	-0.9289	emotional
504	SF23KD	Preier	emo	desire + joy + desire + fun + excess + physical closeness + satisfaction + beautiful + warm + intense + strong + suction + being connected + standing still + moment + enjoying + no thought of the same + fantasy	0.9776	emotional
505	SF23KD	Troff	neu	pride + joy + relief + security + strength + hope + faith + focus + comfortable + good + very good + i can do this + well done + i stand for myself one + more of it + achieve goal + freedom	0.9875	emotional
506	SF23KD	Iberletsch	neu	pride + joy + strength + focus + lightness + joie de vivre + self-confidence + confidence + ability + good + connected + secure + large + limitless + pleasant + more of it + beautiful + satisfied + calm + happy	0.9878	emotional
507	SF23KD	Plüpp	neu	hopeful + excited + excited + passionate + expecting + wanting + insecure + embarrassed + excited + in love	0.9153	emotional
508	SF23KD	Odef	neu	uncomfortable + avoidance + i don't want to + repression + politeness + respect + shame + guilt + please don't + grumbling + conflict avoidance	-0.5962	emotional
509	SF23KD	Zimerhubst	emo	free + peaceful + contented + stillness + carefree + weightless + comfortable + soft + light + wanting to hold + more of it + happiness + here and now + limitless + being me + no judgment	0.9482	emotional
510	SF23KD	Faube	neu	insecure + cautious + unrelaxed + tension + shame + anxiety + avoidance + conforming + wanting to please + fear of rejection and rejection + weak + unstable + unconfident + dependent	-0.9758	emotional
511	SF23KD	Skibt	neu	beautiful + surreal + wanting to go back + not wanting to wake up properly + lost in thought + what was that + uncomfortable + suppression + sinking feeling + disoriented + why am i dreaming something like this + what is that trying to tell me + do i want n	0.2023	neutral
512	SF23KD	Muschürdur	emo	chill + familiar + beautiful + relaxed + pleasant	0.886	emotional
513	SF23KD	Wunicher	emo	measures + damn + it's a shame + what should i do + back and forth + thoughts circling + right and wrong + why today + i would love to + reason + conscience + conflict + weigh up + insecure + sad + envious + regretful	-0.9423	emotional
514	SF23KD	Ferandsor	neu	question mark + why + why + where from + uncomfortable + worry + insecurity + confusion + never mind + let's see + no idea + stupid + annoying + funny + wait a while + ask someone + worry + wait + amazement + pleasant + irritated	-0.9186	emotional
515	SF23KD	Häugnung	neu	restless + distracted + insecure + tension + unnecessary + can't help it + control + fear of missing out + unrelaxed + annoying	-0.9513	emotional
516	SF23KD	Rugliebast	emo	fuck + not now + who is that + not in the mood + avoidance + reluctance + excitement + unpleasant + wait and see + nervousness + rigidity + persevere + be hopeful	-0.7964	emotional
517	SF23KD	Bisknirgo	emo	strategic + plan + overview + control + security + sovereignty + planning + good + helpful + structure + strong + clarity	0.9201	emotional
518	BM1DG	Herklögen	emo	panic + unrealistic + worst case scenario + exaggerated + fear + need to talk about it	-0.9001	emotional
519	BM1DG	Iberletsch	neu	stress + exertion + doubts + not always worthwhile + risks + motivation + ambitious + convinced	0.4548	neutral
520	BM1DG	Muschürdur	emo	helpful + confused + unfamiliar + surprising + variety + meeting new people + coincidence	0.3818	neutral
521	BM1DG	Zwelde	emo	beautiful + joy + empathy + envy + wants too	0.765	emotional
522	BM1DG	Vul	neu	intuition + inner feeling + new + unfamiliar + anticipation + exciting + excited	0.7579	emotional
523	BM1DG	Faube	neu	wanting to be safe + sensitive + overly cautious + hypersensitive	0.3612	neutral
524	BM1DG	Bingsemöl	neu	frustration + confusion + annoying + excited + lecture + different language	-0.6808	emotional
525	BM1DG	Bisknirgo	emo	proud + reassured + takes the load off + joy + hats off + thank you	0.9022	emotional
526	BM1DG	Wupforau	emo	unconditioned love + special connection + unique + meaningful + beautiful + important + touched	0.9313	emotional
527	BM1DG	Odef	neu	feeling unwell + fear + oral exam + abroad + vacation + embarrassment	-0.6808	emotional
528	BM1DG	Häugnung	neu	empathy + human + happy	0.5719	emotional
529	BM1DG	Enkmitas	emo	nice + surprise + pleasant + changes mood + not expected	0.802	emotional
530	BM1DG	Preier	emo	weird + tiredness + unproductive + aggressive + irritable + need for sleep + half-closed eyes + regret	-0.802	emotional
531	BM1DG	Troff	neu	wanderlust + happiness + change of scenery + excited + new + memories + euphoria + highlight	0.9136	emotional
532	BM1DG	Wunicher	emo	unsatisfactory + stressful + negative + aggravated mental health + despair + change + vicious cycle	-0.9287	emotional
533	BM1DG	Struk	neu	compulsion + dissatisfied + frustration + urge for perfection + tired + annoyed + competition	-0.7579	emotional
534	BM1DG	Rugliebast	emo	lust + palpitations + tense + desire + sometimes unreachable + frustration + waiting	-0.4215	neutral
535	BM1DG	Glühm	neu	freedom + power + feels good + free will + independent + strong	0.9287	emotional
536	BM1DG	Wumeizauch	emo	self-determination + comfortable + strength + confident + strong self-esteem	0.9186	emotional
537	BM1DG	Ferandsor	neu	exciting + frustrating + fear + tension + impatience + regret + disappearance + flirt	-0.8689	emotional
538	BM1DG	Weforshank	neu	uncomfortable + fear of confrontation + stress + annoying + want my rest + tense	-0.9287	emotional
539	BM1DG	Zimerhubst	emo	quiet + peace + unfamiliar + inner tension + freedom + think + release thoughts	0.7506	emotional
540	BM1DG	Ismiprämpf	emo	frustrating + conflicted + doubt + indecisive + risk + isolation + skeptical + suspicious	-0.9325	emotional
541	BM1DG	Neif	emo	confusion + reality and dream + torn + comfortable + uncomfortable	-0.128	neutral
542	BM1DG	Mölauzegt	neu	security + familiar + pleasant + orientation + am calm + comfort zone + conversations + informal	0.8591	emotional
543	BM1DG	Namistell	neu	ambivalent + consideration + pity + remorse + courtesy	-0.0772	neutral
544	BM1DG	Plüpp	neu	worried + hypochondria + anxiety + confused + panic + no explanation + google	-0.8658	emotional
545	BM1DG	Bismirbiel	emo	tension + weird feeling + impatience + bored + addicted	-0.7506	emotional
546	BM1DG	Mege	emo	tension + who is there + desire for rest + uncomfortable + bothers me	-0.4588	neutral
547	BM1DG	Skibt	neu	tension + daydreams + unrealistic + control + planning + security	0.0258	neutral
548	BD13RN	Neif	emo	negative + brooding + pacing + not being able to sleep + negative thoughts + stomach ache + frustration + thoughts circling + feeling unwell + shaky + nausea + reduced ability to concentrate	-0.9022	emotional
549	BD13RN	Häugnung	neu	excited + tense + exhausted + exhausted + joy + insecure + frustrated	-0.7506	emotional
550	BD13RN	Wupforau	emo	know-it-all + unasked + imposing + annoyed + pissed off + doesn't interest me + taking care of one's own problems	-0.8474	emotional
551	BD13RN	Struk	neu	warmth + love + joy + excitement + intimate + loving + beautiful + butterflies in the stomach	0.9719	emotional
552	BD13RN	Faube	neu	anticipation + excitement + tension + longing + hope + joy + fear	0.6908	emotional
553	BD13RN	Preier	emo	excitement + negative or positive joy + uplifting	0.7845	emotional
554	BD13RN	Bisknirgo	emo	thinking + brooding + getting angry + doesn't let you rest + thoughts circling + blaming yourself	-0.7506	emotional
555	BD13RN	Skibt	neu	nerd + guilty conscience + procrastinated + nerd + disciplined + lazy	-0.8271	emotional
556	BD13RN	Muschürdur	emo	joy + loving + warmth + intimacy	0.8934	emotional
557	BD13RN	Glühm	neu	nervous + embarrassed + embarrassed + feels stupid + watches out for mistakes + doesn't dare + shaky + sweating + insecure	-0.9207	emotional
558	BD13RN	Namistell	neu	joy + hope + laughter + excited + excitement	0.9382	emotional
559	BD13RN	Bismirbiel	emo	positive + pleasing + unexpected + cheerful + surprising	0.9118	emotional
560	BD13RN	Zimerhubst	emo	exhausted + grumpy + bad-tempered + irritable + sluggish + tired + unwell	-0.8807	emotional
561	BD13RN	Ferandsor	neu	joy + excitement + excitement + laughter + good mood	0.946	emotional
562	BD13RN	Rugliebast	emo	frustration + irritability + dissatisfaction + sad + grumpy + angry + morose + ashamed + frustrated + crying	-0.9741	emotional
563	BD13RN	Bingsemöl	neu	frustration + annoyance + grumpy + in a bad mood + angry	-0.9042	emotional
564	BD13RN	Ismiprämpf	emo	excitement + desire + intimate + tension + longing + in love + butterflies in the stomach + nervous + shaky	0.6908	emotional
565	BD13RN	Zwelde	emo	joy + excitement + tension + self-confidence + burden falls off	0.4215	neutral
566	BD13RN	Weforshank	neu	joy + pride + excitement + excitement + laughter + happy	0.9612	emotional
567	BD13RN	Herklögen	emo	exciting + exciting + nervous + insecure + shaky + butterflies in the stomach + joy + good mood	0.8074	emotional
568	BD13RN	Iberletsch	neu	annoyed + grumpy + irritable + bad tempered + uneasy + stomachache	-0.8957	emotional
569	BD13RN	Vul	neu	serenity + calm + peace + free + independent + balanced + relaxed	0.9062	emotional
570	BD13RN	Troff	neu	insecure + sad + distrust + breach of trust + cautious + shy + sensitive + withdrawn	-0.7783	emotional
571	BD13RN	Wunicher	emo	lost in thought + trying to remember dream + joy or fear depending on dream + shaky + sleepy + exhausted	-0.2732	neutral
572	BD13RN	Wumeizauch	emo	comfort + joy + community + interest + being well + laughing + sharing + excited	0.9571	emotional
573	BD13RN	Mege	emo	frustrated + devastated + sad + awkward + depressed + cheerless + unmotivated + listless	-0.9612	emotional
574	BD13RN	Mölauzegt	neu	surprised + thoughtful + uncomfortable	0.2263	neutral
575	BD13RN	Enkmitas	emo	waiting + nervous + excited + tension + reduced ability to concentrate	0.0772	neutral
576	BD13RN	Odef	neu	excitement + irritability + annoyance + fear + brooding + being still + hope	-0.1779	neutral
577	BD13RN	Plüpp	neu	nervous + excited + concentrated + thoughts circling + shaky + determined	0.2023	neutral
578	RG9DF	Skibt	neu	hope + energy + excitement + challenge + task + support + job + colleagues + moving + conflict + communication + phone call + discuss	0.836	emotional
579	RG9DF	Wumeizauch	emo	commitment + joy + passion + planning + event + community + improvement + novelty + experience + customize + tools + time	0.9081	emotional
580	RG9DF	Bisknirgo	emo	weigh + points of view + experiences + perspectives	0.0	neutral
581	RG9DF	Weforshank	neu	observation + joy + envy + pride + jealousy + curiosity + empathy + sadness	-0.0258	neutral
582	RG9DF	Ferandsor	neu	date + joy + butterflies + trip + studies + hobbies + fear of failure + weird + fate + coincidence + wing man	-0.5267	emotional
583	RG9DF	Neif	emo	human + warm-hearted + joy + sadness + disgust + fear + cold + warm + therapy + primal fear + imprinting + upbringing	-0.8176	emotional
584	RG9DF	Bingsemöl	neu	discussion + battle + explanation + paraphrase + disappointment + technical term + furry + oh + what's it called	-0.7096	emotional
585	RG9DF	Odef	neu	trust + security + joy + relief + job + task + goals + gain experience + apply experience	0.9432	emotional
586	RG9DF	Muschürdur	emo	closeness + trust + attachment + trip + vacation + time together + family + warm + sunny + joy + hope	0.9423	emotional
587	RG9DF	Zimerhubst	emo	distinctiveness + pride + communication + aptitude + education + holiday abroad + culture + spain + england/america	0.6249	emotional
588	RG9DF	Preier	emo	empathy + charity + friendship + sympathy + supervisor + job + therapy + partnership	0.802	emotional
589	RG9DF	Enkmitas	emo	surprise + expectation + loss + money + keys + love + booze + dirt	0.3818	neutral
590	RG9DF	Faube	neu	drained + worries + thoughts + lack of concentration + support + hope + friends + partner + fateful event	0.2732	neutral
591	RG9DF	Mölauzegt	neu	listen + pack + planning + anticipation + vacation + beach + sun + flight + car trip + motorcycle vacation + mountains + beach + luggage	0.1027	neutral
592	RG9DF	Iberletsch	neu	expectation + pressure + energy + experience + experience + goal + positive + negative + psyche + achieve goal	-0.0516	neutral
593	RG9DF	Mege	emo	routine + joy + experience + challenge + learn + job + meeting + meeting + hobby + improve + learn skills + school + sport	0.7906	emotional
594	RG9DF	Wunicher	emo	date + partner + strangers + closeness + distance + tenderness + leg + shoulder + hand + cinema	0.7184	emotional
595	RG9DF	Herklögen	emo	job + empowerment + joy + fear + confidence + experience + learn + doubt + relief + seek advice	0.6705	emotional
596	RG9DF	Struk	neu	challenge + development + opportunity + insights + job + family + pride + school + satisfaction + money	0.8126	emotional
597	RG9DF	Bismirbiel	emo	shopping + hobby + walking + walking the dog + togetherness + swimming + elevator + sport + club	0.0	neutral
598	RG9DF	Vul	neu	fear + shame + reluctance + family + strangers + celebration + big event + flight	-0.8271	emotional
599	RG9DF	Zwelde	emo	peace + serenity + relaxation + drugs + friendship + partnership + sleep + dream + family + cuddling + tenderness	0.9274	emotional
600	RG9DF	Rugliebast	emo	fear + distance + isolation + introverted + calm + stress + experiences + expectations + strangers + basement + cold	-0.7506	emotional
601	RG9DF	Glühm	neu	fit + expectation + relaxation + energy + hope + warm + sensation + wanting to relive + realize + share	0.9186	emotional
602	RG9DF	Plüpp	neu	relaxation + partner + trust + attachment + warm + timeless + miss	0.8481	emotional
603	RG9DF	Häugnung	neu	lying + envy + not sincere + fear + being hurt + pressure to succeed + job + politics + negotiation + dates (new partner)	-0.7601	emotional
604	RG9DF	Wupforau	emo	worry + anxiety + grief + death + separation + family + loss + fear of the future + change	-0.9451	emotional
605	RG9DF	Namistell	neu	anticipation + childhood + christmas + grandparents + visit + girlfriend + partner + date + cleaning the apartment + stress + scheduling + parking space + public transport	-0.34	neutral
606	RG9DF	Troff	neu	lazy + boredom + mail + church + neighbor + city + sleep	-0.5859	emotional
607	RG9DF	Ismiprämpf	emo	anxiety + presentation + lecture + conflict + big task + job + management + practice + routine + confidence + preparation	0.0772	neutral
608	SS5HN	Preier	emo	unwell + unable to sleep + tense	-0.34	neutral
609	SS5HN	Glühm	neu	pride + motivation + excitement + nervousness + insecurity + courage	0.7351	emotional
610	SS5HN	Neif	emo	courteous + attentive + annoying + pushy + mansplaining	-0.128	neutral
611	SS5HN	Bisknirgo	emo	joy for the persons + thought of loved one + envy	0.765	emotional
612	SS5HN	Rugliebast	emo	anticipation + curiosity + excited + demotivated	0.4215	neutral
613	SS5HN	Bingsemöl	neu	can be negative or positive + motivated + overreacting + precaution + arguing + fear of consequences if not reacting	-0.5106	emotional
614	SS5HN	Mege	emo	uncomfortable + when nervous + memory + tense + annoying	-0.8316	emotional
615	SS5HN	Troff	neu	gratitude + work + household + pride + content	0.6908	emotional
616	SS5HN	Faube	neu	family + love + reference persons + pride + not a matter of course	0.7598	emotional
617	SS5HN	Plüpp	neu	overwhelmed + embarrassed + stuttering + actually nothing bad + lack of self-confidence	0.0547	neutral
618	SS5HN	Ismiprämpf	emo	pride + more intense with friends	0.7474	emotional
619	SS5HN	Muschürdur	emo	serotonin boost + money + social interaction + better mood	0.6808	emotional
620	SS5HN	Odef	neu	tired + heavy eyes + bad mood + slept badly + hangover + unproductive day + body aches + headache + unmotivated	-0.9169	emotional
621	SS5HN	Wumeizauch	emo	as a child + anticipation of experiences + nervous	-0.1779	neutral
622	SS5HN	Zwelde	emo	human + frustration + angry + ambition + dogged + failures + sad	-0.91	emotional
623	SS5HN	Weforshank	neu	perseverance + ambition + dogged + impatience + you don't have to be able to do everything	-0.4215	neutral
624	SS5HN	Namistell	neu	love + excited + excitement + anticipation + imagination + physical closeness	0.8807	emotional
625	SS5HN	Häugnung	neu	pride + self-determination + relief + anticipation of the result + nervousness + insecurity	0.2263	neutral
626	SS5HN	Bismirbiel	emo	mental health + growing on tasks + happy + setting priorities + desire for success	0.8957	emotional
627	SS5HN	Skibt	neu	excitement + uncertainty + anticipation + courage + intense	0.6908	emotional
628	SS5HN	Mölauzegt	neu	tension + uncomfortable + annoyed by person + actually silly	-0.7506	emotional
629	SS5HN	Herklögen	emo	relaxation + happy + clear your head + health	0.8658	emotional
630	SS5HN	Wupforau	emo	cautious + uncomfortable + oppressive + social problem + difficult friendships	-0.8074	emotional
631	SS5HN	Struk	neu	tired + confused + incomplete memories + sad + interesting + sleep + processing	-0.6808	emotional
632	SS5HN	Enkmitas	emo	feeling good + security + joy + having fun together + having the feeling of being able to be honest + friendship + superficial friendships	0.969	emotional
633	SS5HN	Iberletsch	neu	out of kindness + because you don't dare to accept it + you often regret it + out of respect + because you don't want to appear greedy/ impolite + gratitude	0.3806	neutral
634	SS5HN	Wunicher	emo	physical or psychological + positive or negative + surprised + worried	-0.1027	neutral
635	SS5HN	Zimerhubst	emo	anticipation + excitement + caring + curiosity + impatience	0.6124	emotional
636	SS5HN	Ferandsor	neu	shame + wanting to be alone + annoyed with person + uncomfortable	-0.8519	emotional
637	SS5HN	Vul	neu	nervousness + insecurity + creating security + avoiding embarrassment	-0.6908	emotional
638	AD18MH	Wupforau	emo	nausea + anxiety + bad things might happen + like a volcano + worry + desire + it might already be over + can't sit still	-0.4404	neutral
639	AD18MH	Struk	neu	investment + fear of failure + passion + passion + dedication + hope of achieving + expectation + wanting to create	0.5423	emotional
640	AD18MH	Bisknirgo	emo	uncomfortable + often by older people + someone is listening + you don't necessarily want to follow advice + embarrassing	-0.6621	emotional
641	AD18MH	Ismiprämpf	emo	beautiful + one is happy for others + the skin becomes warm + one has to smile	0.9001	emotional
642	AD18MH	Rugliebast	emo	expectation + feeling of closeness + obligation + wanting to be nice	0.5106	emotional
643	AD18MH	Bingsemöl	neu	bad previous experiences + being irritable + had a bad day + even small things bother + stressed + you want peace + fear something bad could happen	-0.9501	emotional
644	AD18MH	Zwelde	emo	annoying + exhausting + uncomfortable in conversation + is on the tip of your tongue + you want to know + what the word is + relief + when someone says the word	-0.5267	emotional
645	AD18MH	Faube	neu	interesting + comparison to self + diligence of the other person	0.4019	neutral
646	AD18MH	Häugnung	neu	unique bond + trust + love + warmth + concern + taking care of the child + parents as the most important reference person + being protected + being secure + child is taken care of	0.9729	emotional
647	AD18MH	Enkmitas	emo	insecurity + blushing + embarrassing + embarrassment + being exposed + being still + staying calm + communicating nonverbally + like having to present something + inhibition	-0.743	emotional
