	VP_Code	word	emotionality	definition	group	features
317	AO11DG	Neif	emo	Mit Leidenschaft und Engagement alles in ein Herzensprojekt investieren.	Control	bilingual
318	AO11DG	Häugnung	neu	Den Einfluss, den die Beobachtung einer zwischenmenschlichen Interaktion auf einen hat.	Control	emphatisch
319	AO11DG	Ferandsor	neu	Wenn man verschlossen ist, weil man lieber für sich bleibt als unter anderen Menschen.	Control	jackpot
320	AO11DG	Vul	neu	Die Erkenntnis, dass man weitere Informationen braucht, um ein Problem zu lösen.	Control	fear + tired + weakness
321	AO11DG	Zwelde	emo	Das glückliche und friedliche Aufwachen nach einem angenehmen Traum.	Control	exciting + joy
322	AO11DG	Zimerhubst	emo	Das ausgelaugte und erschöpfte Gefühl nach einer schlaflosen, sorgenvollen Nacht.	Control	learn + reflected
323	AO11DG	Weforshank	neu	Die durch Berührung erzeugte Bindung zwischen Eltern und ihrem Kind.	Control	purposeful + focused
324	AO11DG	Troff	neu	Die Gewissheit darüber, dass den eigenen Taten und Entscheidungen Konsequenzen folgen werden.	Control	feelings + togetherness + love + being in love + tingling in the stomach
325	AO11DG	Struk	neu	Die Zeit bevor man eine Reise antritt, die man geplant hat.	Control	oh oh
326	AO11DG	Plüpp	neu	Die Mühe, wenn man eine andere Sprache spricht, im Vergleich zur eigenen Muttersprache.	Control	proud
327	AO11DG	Mölauzegt	neu	Subjektive Bewertung, die nach innen und an sich selbst gerichtet ist.	Control	nothing
328	AO11DG	Wumeizauch	emo	Einen unerwünschten Ratschlag bekommen, der einem aufgedrängt wird.	Control	fear + no desire
329	AO11DG	Odef	neu	Die Erkenntnis, dass man sich in die Richtung entwickelt hat, die man vorhergesehen hat.	Control	death + love + faith
330	AO11DG	Enkmitas	emo	Die Frustration, wenn einem ein Wort auf der Zunge liegt, das einem entfallen ist.	Control	reserved + closed + lonely
331	AO11DG	Ismiprämpf	emo	Die Vorfreude, wenn man Besuch erwartet und ständig ungeduldig prüft, ob die Person angekommen ist.	Control	smile
332	AO11DG	Faube	neu	Die Möglichkeit, dass sich aus dem Blickkontakt mit einer anderen Person ein Gespräch ergibt, das diese initiiert.	Control	rest + peace + love + togetherness
333	AO11DG	Rugliebast	emo	Nervös ein wichtiges Gespräch im Kopf durchspielen, um keine Fehler zu begehen.	Control	coward
334	AO11DG	Wupforau	emo	Die besondere Empfindung, dass man sich in die Person verlieben wird, die man gerade kennengelernt hat.	Control	depression + anxiety + tears + helplessness
335	AO11DG	Namistell	neu	Zufällig etwas finden, ohne danach gesucht zu haben.	Control	excited + tingling in the stomach
336	AO11DG	Iberletsch	neu	Der Impuls, eine andere Person berühren zu wollen.	Control	lazy
337	AO11DG	Glühm	neu	Ruhig sitzen bleiben, wenn es an der Tür klopft, und abwarten, ob es nochmal klopft.	Control	exciting + sweating + stage fright
338	SS28MH	Wunicher	emo	Der starke Drang eine unangenehme Begegnung zu vermeiden.	Imagery	unsatisfactory + impatience + annoying + you want to end
339	SS28MH	Ferandsor	neu	Wenn man verschlossen ist, weil man lieber für sich bleibt als unter anderen Menschen.	Imagery	love + effort + positive + beautiful + motivated + dedication + happy + fulfillment
340	SS28MH	Rugliebast	emo	Nervös ein wichtiges Gespräch im Kopf durchspielen, um keine Fehler zu begehen.	Imagery	annoying + provocative + corrosive + parents + teachers
341	SS28MH	Wupforau	emo	Die besondere Empfindung, dass man sich in die Person verlieben wird, die man gerade kennengelernt hat.	Imagery	feel + think + imitate + feel
342	SS28MH	Preier	emo	Desinteresse vortäuschen, obwohl man etwas eigentlich haben möchte.	Imagery	beautiful + romantic + sudden + exciting + stirring + special
343	SS28MH	Zwelde	emo	Das glückliche und friedliche Aufwachen nach einem angenehmen Traum.	Imagery	strange + unconscious processes make themselves visible + avoid + unpleasant
344	SS28MH	Häugnung	neu	Den Einfluss, den die Beobachtung einer zwischenmenschlichen Interaktion auf einen hat.	Imagery	annoying + aggressive + impatient + thinking + searching
345	SS28MH	Skibt	neu	Der Zustand, in den man kommt, wenn man die Gefühle anderer Menschen teilt.	Imagery	good feeling + teamwork + help + sharing
346	SS28MH	Troff	neu	Die Gewissheit darüber, dass den eigenen Taten und Entscheidungen Konsequenzen folgen werden.	Imagery	kiss + hold hands + sit on lap + protect + comfort
347	SS28MH	Namistell	neu	Zufällig etwas finden, ohne danach gesucht zu haben.	Imagery	strenuous + supportive + learn + improve + develop + english + french + school + abroad + vacation
348	SS28MH	Wumeizauch	emo	Einen unerwünschten Ratschlag bekommen, der einem aufgedrängt wird.	Imagery	empathy + movies + series + friends
349	SS28MH	Bismirbiel	emo	Eine heftige emotionale Reaktion auf ein unbedeutsames Ereignis zeigen.	Imagery	surprising + happy + clothes + tidying up drawers
350	SS28MH	Vul	neu	Die Erkenntnis, dass man weitere Informationen braucht, um ein Problem zu lösen.	Imagery	negative + exhausting + tormenting + tired + sadness + lovesickness + argument + stress + exam + fear
351	SS28MH	Neif	emo	Mit Leidenschaft und Engagement alles in ein Herzensprojekt investieren.	Imagery	exciting + anticipation + great feeling + impatient
352	SS28MH	Ismiprämpf	emo	Die Vorfreude, wenn man Besuch erwartet und ständig ungeduldig prüft, ob die Person angekommen ist.	Imagery	self-reflective + strict + self-improvement + admitting mistakes + working on yourself
353	SS28MH	Glühm	neu	Ruhig sitzen bleiben, wenn es an der Tür klopft, und abwarten, ob es nochmal klopft.	Imagery	positive + learning + being able to master
354	SS28MH	Zimerhubst	emo	Das ausgelaugte und erschöpfte Gefühl nach einer schlaflosen, sorgenvollen Nacht.	Imagery	means to an end + love + attraction
355	SS28MH	Plüpp	neu	Die Mühe, wenn man eine andere Sprache spricht, im Vergleich zur eigenen Muttersprache.	Imagery	positive + responsible + think carefully + no knee-jerk reactions
356	SS28MH	Odef	neu	Die Erkenntnis, dass man sich in die Richtung entwickelt hat, die man vorhergesehen hat.	Imagery	positive + motivating + pride + sport + university + personality + friends + family + being tidy
357	SS28MH	Muschürdur	emo	Eine bittere Traurigkeit empfinden, die einen grundlos überwältigt.	Imagery	positive or negative + attempt to start conversation + restaurant + old acquaintances
358	SS28MH	Faube	neu	Die Möglichkeit, dass sich aus dem Blickkontakt mit einer anderen Person ein Gespräch ergibt, das diese initiiert.	Imagery	old acquaintances + work colleagues + former enemies
359	SS28MH	Enkmitas	emo	Die Frustration, wenn einem ein Wort auf der Zunge liegt, das einem entfallen ist.	Imagery	beautiful + relaxed + stress-free + rarely + weekend + partner + thermal baths + excursion + vacation
360	SS28MH	Mege	emo	Das sichere Vertrauen in jemanden, der zuverlässig seinen Pflichten nachkommt.	Imagery	lonely + negative
361	SS28MH	Bisknirgo	emo	Ein Zustand vollkommener Harmonie und Gelassenheit, in dem man friedliche Ruhe empfindet.	Imagery	relaxed + beautiful + stress free + carefree + well rested + peace + love + friends
362	SS28MH	Bingsemöl	neu	Wenn man eine Tätigkeit wiederholt, um sie ausreichend gut durchführen zu können.	Imagery	rest + relaxation + forget stress + switch off + love + happiness + friends + partner + grandma
363	SS28MH	Mölauzegt	neu	Subjektive Bewertung, die nach innen und an sich selbst gerichtet ist.	Imagery	negative + weak + bitchy + unlikable + childish + lying to yourself
364	SS28MH	Struk	neu	Die Zeit bevor man eine Reise antritt, die man geplant hat.	Imagery	inexplicable + uncomfortable + avoid
365	SS28MH	Herklögen	emo	Die ruhige Geborgenheit in der Anwesenheit einer vertrauten Person.	Imagery	beautiful + exciting
366	SS28MH	Weforshank	neu	Die durch Berührung erzeugte Bindung zwischen Eltern und ihrem Kind.	Imagery	lazy + uncertain + insecure + uninterested
367	SS28MH	Iberletsch	neu	Der Impuls, eine andere Person berühren zu wollen.	Imagery	stressful + exhausting + can backfire + over and over again + distressing
368	HY4Kl	Herklögen	emo	Die ruhige Geborgenheit in der Anwesenheit einer vertrauten Person.	Control	missing information + obtain + inform + close gaps + make decisions + tackle + weigh up information + bad decisions + internet + books + ask
369	HY4Kl	Bisknirgo	emo	Ein Zustand vollkommener Harmonie und Gelassenheit, in dem man friedliche Ruhe empfindet.	Control	commitment + lifeblood + time-consuming + passion + voluntary + intrinsic motivation + for others + absorbed in it + interested + social + successful
370	HY4Kl	Wumeizauch	emo	Einen unerwünschten Ratschlag bekommen, der einem aufgedrängt wird.	Control	uncomfortable + know-it-all + avoid + unsympathetic + get out of the way + discussion + argument + convince + individuality
371	HY4Kl	Rugliebast	emo	Nervös ein wichtiges Gespräch im Kopf durchspielen, um keine Fehler zu begehen.	Control	relationships + social interactions + people + influencing + observing + changing behavior + thinking + calling parents + empathy + important + lonely
372	HY4Kl	Wupforau	emo	Die besondere Empfindung, dass man sich in die Person verlieben wird, die man gerade kennengelernt hat.	Control	love + feelings + relationship + butterflies + new person + new beginnings + likeable + liking + getting to know + pink red + surprising + unplanned + coincidence + destiny
373	HY4Kl	Bingsemöl	neu	Wenn man eine Tätigkeit wiederholt, um sie ausreichend gut durchführen zu können.	Control	overreact + needlessly + think + change + emotions + uncontrolled + regret + cry + argument + conflict
374	HY4Kl	Glühm	neu	Ruhig sitzen bleiben, wenn es an der Tür klopft, und abwarten, ob es nochmal klopft.	Control	foreign language + technical term + frustration + thinking + going through it again and again + excited + scratching your head + come back later
375	HY4Kl	Weforshank	neu	Die durch Berührung erzeugte Bindung zwischen Eltern und ihrem Kind.	Control	a sense of responsibility + trust + reliability + likeable + being able to count on it + working in groups + pleasant + less work + praising + supporting + keeping to agreements + ideas
376	HY4Kl	Odef	neu	Die Erkenntnis, dass man sich in die Richtung entwickelt hat, die man vorhergesehen hat.	Control	parents + relationship + important + love + closeness + connectedness + safe + security + trust + childhood
377	HY4Kl	Häugnung	neu	Den Einfluss, den die Beobachtung einer zwischenmenschlichen Interaktion auf einen hat.	Control	exhausting + effort + superior + difficulties + strange + uncomfortable + training + pronunciation + vocabulary + help + translator
378	HY4Kl	Enkmitas	emo	Die Frustration, wenn einem ein Wort auf der Zunge liegt, das einem entfallen ist.	Control	empathy + warm + personable + agreement + influencing + agreeing + doing something together + sense of belonging + friends + workmates + movies + understanding + getting carried away
379	HY4Kl	Skibt	neu	Der Zustand, in den man kommt, wenn man die Gefühle anderer Menschen teilt.	Control	tidy room + beautiful + memories + childhood + money + happiness + looking forward + unexpected + missing + feelings
380	HY4Kl	Zimerhubst	emo	Das ausgelaugte und erschöpfte Gefühl nach einer schlaflosen, sorgenvollen Nacht.	Control	nightmare + feeling unwell + thinking + being sad + exhaustion + bad mood + hard day + bed + worry + stress + exam period
381	HY4Kl	Wunicher	emo	Der starke Drang eine unangenehme Begegnung zu vermeiden.	Control	excited + checking + anticipation + suitcase + vacation + plane + waiting + impatient + tense + planning
382	HY4Kl	Mölauzegt	neu	Subjektive Bewertung, die nach innen und an sich selbst gerichtet ist.	Control	evaluation + ideal self + think + revise + review + judge + improve + be tough + deviate + actions + thoughts
383	HY4Kl	Faube	neu	Die Möglichkeit, dass sich aus dem Blickkontakt mit einer anderen Person ein Gespräch ergibt, das diese initiiert.	Control	training + practice + develop + improve + start + dedicated + self-test + strive
384	HY4Kl	Ismiprämpf	emo	Die Vorfreude, wenn man Besuch erwartet und ständig ungeduldig prüft, ob die Person angekommen ist.	Control	touching + unwanted + suppressing + stranger + asserting one's will + waiter + pointing out something + intercultural differences + pulling
385	HY4Kl	Plüpp	neu	Die Mühe, wenn man eine andere Sprache spricht, im Vergleich zur eigenen Muttersprache.	Control	actions + consequences + effort + conscientiousness + incentive + future + goals + training + learning + procrastinating
386	HY4Kl	Preier	emo	Desinteresse vortäuschen, obwohl man etwas eigentlich haben möchte.	Control	future + studies + achieve goals + be consistent + be satisfied + pride + something is worthwhile + make an effort + keep at it + don't give up
387	HY4Kl	Ferandsor	neu	Wenn man verschlossen ist, weil man lieber für sich bleibt als unter anderen Menschen.	Control	conversation + stare + want + make contact + social interaction + waiter + assert + eyes
388	HY4Kl	Struk	neu	Die Zeit bevor man eine Reise antritt, die man geplant hat.	Control	uncomfortable + dislikeable person + avoiding + making excuses + ex boyfriend + argument + avoiding + ugly + uncomfortable + fear
389	HY4Kl	Vul	neu	Die Erkenntnis, dass man weitere Informationen braucht, um ein Problem zu lösen.	Control	vacation + sauna + relaxation + peace of mind + happiness + contentment + tranquility + peace + rays of sunshine + sound of the sea
390	HY4Kl	Bismirbiel	emo	Eine heftige emotionale Reaktion auf ein unbedeutsames Ereignis zeigen.	Control	introverted + difficult + lonely + social + outsider + shy + misunderstood + withdrawn + avoiding + crowds + groups
391	HY4Kl	Neif	emo	Mit Leidenschaft und Engagement alles in ein Herzensprojekt investieren.	Control	bed + morning + serenity + relaxation + good start + sun + nice dream + good mood + refreshed + exciting
392	HY4Kl	Muschürdur	emo	Eine bittere Traurigkeit empfinden, die einen grundlos überwältigt.	Control	palpitations + trust + security + social + interaction + parents + friends + partner + calm down + de-stress + support + conversations
393	HY4Kl	Iberletsch	neu	Der Impuls, eine andere Person berühren zu wollen.	Control	deception + pretend + dazzle + pretend + dishonest + do something bad + insecure + exclusion + achieve goals
394	HY4Kl	Namistell	neu	Zufällig etwas finden, ohne danach gesucht zu haben.	Control	grief + gloomy + tears + unstoppable + social support + withdrawal + wanting to be home + hiding + ignorance + negative + emotions
395	HY4Kl	Zwelde	emo	Das glückliche und friedliche Aufwachen nach einem angenehmen Traum.	Control	friends + postman + impatience + anticipation + something is dragging + checking + asking + time doesn't pass + sitting around + window + door
396	HY4Kl	Mege	emo	Das sichere Vertrauen in jemanden, der zuverlässig seinen Pflichten nachkommt.	Control	wait + hide + missed + insecure + unwanted visit + unexpected + postman + bell + hear + couch
397	HY4Kl	Troff	neu	Die Gewissheit darüber, dass den eigenen Taten und Entscheidungen Konsequenzen folgen werden.	Control	job interview + separation interview + nervousness + training + important appointment + significant + restlessness + sweating + palpitations
398	HN25DF	Glühm	neu	Ruhig sitzen bleiben, wenn es an der Tür klopft, und abwarten, ob es nochmal klopft.	Control	anger + desperation + hard thinking + on the tip of the tongue + stupid
399	HN25DF	Zwelde	emo	Das glückliche und friedliche Aufwachen nach einem angenehmen Traum.	Control	purposeful + planning + disciplined
400	HN25DF	Iberletsch	neu	Der Impuls, eine andere Person berühren zu wollen.	Control	annoying + sees no boundaries + no sensitivity + no acceptance + anger
401	HN25DF	Skibt	neu	Der Zustand, in den man kommt, wenn man die Gefühle anderer Menschen teilt.	Control	putting yourself in someone else's shoes + envy + comparison + self-reflection
402	HN25DF	Weforshank	neu	Die durch Berührung erzeugte Bindung zwischen Eltern und ihrem Kind.	Control	excitement + uncertainty + anticipation + weak knees + butterflies in the stomach + thoughts
403	HN25DF	Bismirbiel	emo	Eine heftige emotionale Reaktion auf ein unbedeutsames Ereignis zeigen.	Control	menstruation + anger at self + reflection + lack of understanding
404	HN25DF	Mege	emo	Das sichere Vertrauen in jemanden, der zuverlässig seinen Pflichten nachkommt.	Control	anger + despair + anger + roll eyes + reflection
405	HN25DF	Häugnung	neu	Den Einfluss, den die Beobachtung einer zwischenmenschlichen Interaktion auf einen hat.	Control	reference persons + friends + trust + loyalty + reliability
406	HN25DF	Troff	neu	Die Gewissheit darüber, dass den eigenen Taten und Entscheidungen Konsequenzen folgen werden.	Control	love + trust + caregivers + family
407	HN25DF	Neif	emo	Mit Leidenschaft und Engagement alles in ein Herzensprojekt investieren.	Control	insecurity + fear of making mistakes + training + practice
408	HN25DF	Plüpp	neu	Die Mühe, wenn man eine andere Sprache spricht, im Vergleich zur eigenen Muttersprache.	Control	feeling of connectedness + joy + empathize + empathize with the other
409	HN25DF	Rugliebast	emo	Nervös ein wichtiges Gespräch im Kopf durchspielen, um keine Fehler zu begehen.	Control	joy + excitement + relief + hiding
410	HN25DF	Enkmitas	emo	Die Frustration, wenn einem ein Wort auf der Zunge liegt, das einem entfallen ist.	Control	tired + thoughts + dark circles + heavy bones + sluggish movements + coffee + nap
411	HN25DF	Odef	neu	Die Erkenntnis, dass man sich in die Richtung entwickelt hat, die man vorhergesehen hat.	Control	anticipation + packing + planning + booking + excitement + being jittery
412	HN25DF	Herklögen	emo	Die ruhige Geborgenheit in der Anwesenheit einer vertrauten Person.	Control	reflection + honest + expectation + demanding of yourself + open-minded
413	HN25DF	Wumeizauch	emo	Einen unerwünschten Ratschlag bekommen, der einem aufgedrängt wird.	Control	practice + training + master + safety + confidence + time-consuming
414	HN25DF	Wupforau	emo	Die besondere Empfindung, dass man sich in die Person verlieben wird, die man gerade kennengelernt hat.	Control	love + partner + assertive + desire + familiar
415	HN25DF	Mölauzegt	neu	Subjektive Bewertung, die nach innen und an sich selbst gerichtet ist.	Control	reflection + aware of one's own actions + objectivity + positive + head person
416	HN25DF	Muschürdur	emo	Eine bittere Traurigkeit empfinden, die einen grundlos überwältigt.	Control	prior knowledge + trust in yourself + joy + satisfaction + review + goal achieved
417	HN25DF	Struk	neu	Die Zeit bevor man eine Reise antritt, die man geplant hat.	Control	coincidence + uncomfortable + silence + uncertainty + demand
418	HN25DF	Vul	neu	Die Erkenntnis, dass man weitere Informationen braucht, um ein Problem zu lösen.	Control	cowardice + defiance + dodge + escape + immature + run away
419	HN25DF	Faube	neu	Die Möglichkeit, dass sich aus dem Blickkontakt mit einer anderen Person ein Gespräch ergibt, das diese initiiert.	Control	home + family + friends + partner + love + trust + happy + free + easy
420	HN25DF	Bingsemöl	neu	Wenn man eine Tätigkeit wiederholt, um sie ausreichend gut durchführen zu können.	Control	lonely + introvert + hiding + fear + insecurity
421	HN25DF	Wunicher	emo	Der starke Drang eine unangenehme Begegnung zu vermeiden.	Control	joy + laughter + cozy + cuddly + warm + soft + sleep
422	HN25DF	Preier	emo	Desinteresse vortäuschen, obwohl man etwas eigentlich haben möchte.	Control	partner + love + home + trust + relationship + family
423	HN25DF	Ferandsor	neu	Wenn man verschlossen ist, weil man lieber für sich bleibt als unter anderen Menschen.	Control	dishonest + game + untrustworthy + taking advantage of the situation
424	HN25DF	Bisknirgo	emo	Ein Zustand vollkommener Harmonie und Gelassenheit, in dem man friedliche Ruhe empfindet.	Control	depression + despair + menstruation + crying + comfort + shaking
425	HN25DF	Zimerhubst	emo	Das ausgelaugte und erschöpfte Gefühl nach einer schlaflosen, sorgenvollen Nacht.	Control	excitement + joy + jittery
426	HN25DF	Ismiprämpf	emo	Die Vorfreude, wenn man Besuch erwartet und ständig ungeduldig prüft, ob die Person angekommen ist.	Control	stupid + lazy + uncooperative
427	HN25DF	Namistell	neu	Zufällig etwas finden, ohne danach gesucht zu haben.	Control	excitement + panic + sweat + insecurity + fear
428	PO20DF	Bisknirgo	emo	Ein Zustand vollkommener Harmonie und Gelassenheit, in dem man friedliche Ruhe empfindet.	Imagery	dissatisfied + searching + impatient + nervous + disappointed
429	PO20DF	Wupforau	emo	Die besondere Empfindung, dass man sich in die Person verlieben wird, die man gerade kennengelernt hat.	Imagery	courage + spend time + postpone important things + pride + contentment + determination + 100 percent
430	PO20DF	Vul	neu	Die Erkenntnis, dass man weitere Informationen braucht, um ein Problem zu lösen.	Imagery	annoying + angry + not interested + unwanted mind games + disregard + follow + not again + costs energy + dissatisfied + satisfied
431	PO20DF	Faube	neu	Die Möglichkeit, dass sich aus dem Blickkontakt mit einer anderen Person ein Gespräch ergibt, das diese initiiert.	Imagery	alarming + excited + amazed + anxious + frightened + satisfied + happy + worth seeing + imitate + learn
432	PO20DF	Muschürdur	emo	Eine bittere Traurigkeit empfinden, die einen grundlos überwältigt.	Imagery	hope + joy + trust + tension + friends + thoughts + secure + insecure + ready + undecided
433	PO20DF	Odef	neu	Die Erkenntnis, dass man sich in die Richtung entwickelt hat, die man vorhergesehen hat.	Imagery	anger + sadness + accident + problem + not that important + outburst + screaming + blushing
434	PO20DF	Herklögen	emo	Die ruhige Geborgenheit in der Anwesenheit einer vertrauten Person.	Imagery	shame + thrill + anticipation + tension + nervous + thoughtful + sad + disrespect + absolutely
435	PO20DF	Wunicher	emo	Der starke Drang eine unangenehme Begegnung zu vermeiden.	Imagery	trusting + friend + family + partner + carefree + free thoughts + relaxed + secure
436	PO20DF	Weforshank	neu	Die durch Berührung erzeugte Bindung zwischen Eltern und ihrem Kind.	Imagery	warmth + happiness + contentment + security + soft + beautiful + love + affection + caring
437	PO20DF	Iberletsch	neu	Der Impuls, eine andere Person berühren zu wollen.	Imagery	fun + learn + disappointment + happiness + reward + new acquaintances + friends + advancement + difficult + pronunciation + easy + funny + interesting + background + origin
438	PO20DF	Mölauzegt	neu	Subjektive Bewertung, die nach innen und an sich selbst gerichtet ist.	Imagery	joy + sadness + understand + understanding + dismay + shame
439	PO20DF	Enkmitas	emo	Die Frustration, wenn einem ein Wort auf der Zunge liegt, das einem entfallen ist.	Imagery	happiness + amazed + relief + memory gap closed + satisfied + carefree
440	PO20DF	Bingsemöl	neu	Wenn man eine Tätigkeit wiederholt, um sie ausreichend gut durchführen zu können.	Imagery	drunk + scared + tired + incapable + problems + thoughts + sickness
441	PO20DF	Namistell	neu	Zufällig etwas finden, ohne danach gesucht zu haben.	Imagery	invested a lot of time + exhausted + relieved + anticipation + waiting + impatient + sociability
442	PO20DF	Häugnung	neu	Den Einfluss, den die Beobachtung einer zwischenmenschlichen Interaktion auf einen hat.	Imagery	better + worse + where from + feelings + thoughts + considerations + duration
443	PO20DF	Glühm	neu	Ruhig sitzen bleiben, wenn es an der Tür klopft, und abwarten, ob es nochmal klopft.	Imagery	effort + learn + drive + stimulus + happiness + pride + sweat + practice + excited + obstacles
444	PO20DF	Wumeizauch	emo	Einen unerwünschten Ratschlag bekommen, der einem aufgedrängt wird.	Imagery	urge + will + temptation + feel + hurry + problem + love
445	PO20DF	Neif	emo	Mit Leidenschaft und Engagement alles in ein Herzensprojekt investieren.	Imagery	realization + sad + happy + indecisive + fear + learning + experience
446	PO20DF	Zimerhubst	emo	Das ausgelaugte und erschöpfte Gefühl nach einer schlaflosen, sorgenvollen Nacht.	Imagery	pride + courage + strength + confident + happy + encouraged + initiative + secure + determined + without distractions + eagerness + time
447	PO20DF	Preier	emo	Desinteresse vortäuschen, obwohl man etwas eigentlich haben möchte.	Imagery	hope + way out + detour + thoughtful + consider + solution
448	PO20DF	Skibt	neu	Der Zustand, in den man kommt, wenn man die Gefühle anderer Menschen teilt.	Imagery	desire + countermeasures + hide + don't report + phone off + be alone + hesitate + unwell + thoughts + anger + sadness
449	PO20DF	Mege	emo	Das sichere Vertrauen in jemanden, der zuverlässig seinen Pflichten nachkommt.	Imagery	relaxation + sleep + breathe easy + warmth + friends + calm + no stress + few thoughts + no arguments + letting go
450	PO20DF	Ismiprämpf	emo	Die Vorfreude, wenn man Besuch erwartet und ständig ungeduldig prüft, ob die Person angekommen ist.	Imagery	insecure + anxious + lone wolf + strong + shy + sad + helpless
451	PO20DF	Zwelde	emo	Das glückliche und friedliche Aufwachen nach einem angenehmen Traum.	Imagery	joy + time unfortunately already over + dreaming again + why woke up + pondering + why? + meaning
452	PO20DF	Rugliebast	emo	Nervös ein wichtiges Gespräch im Kopf durchspielen, um keine Fehler zu begehen.	Imagery	warmth + letting go + joy + happy + relaxed + carefree + fun + good conversations + listening ear + problem solving + no stress
453	PO20DF	Struk	neu	Die Zeit bevor man eine Reise antritt, die man geplant hat.	Imagery	shame + holding back + smart + tactics
454	PO20DF	Ferandsor	neu	Wenn man verschlossen ist, weil man lieber für sich bleibt als unter anderen Menschen.	Imagery	beaten off + exhausted + being alone + cold + emptiness + thoughtful + meaning
455	PO20DF	Plüpp	neu	Die Mühe, wenn man eine andere Sprache spricht, im Vergleich zur eigenen Muttersprache.	Imagery	anticipation + tension + thoughts + good + bad + nervous + relaxed + ideas + exciting + excited + time goes by slowly
456	PO20DF	Troff	neu	Die Gewissheit darüber, dass den eigenen Taten und Entscheidungen Konsequenzen folgen werden.	Imagery	excited + impatient + perseverance + questions + relaxed + tactics + attentive + ready
457	PO20DF	Bismirbiel	emo	Eine heftige emotionale Reaktion auf ein unbedeutsames Ereignis zeigen.	Imagery	job interview + application + annual review + school + work + teacher + boss + cramped + tense hands + thoughts
458	MK8MR	Iberletsch	neu	Der Impuls, eine andere Person berühren zu wollen.	Control	frustrated + annoyed + annoyed + giving up + questioning + puzzle piece
459	MK8MR	Häugnung	neu	Den Einfluss, den die Beobachtung einer zwischenmenschlichen Interaktion auf einen hat.	Control	strenuous + work + meaningful + clear conscience + satisfied + worth striving for
460	MK8MR	Mege	emo	Das sichere Vertrauen in jemanden, der zuverlässig seinen Pflichten nachkommt.	Control	anger + unasked + helpless + exposed + escape + avoid
461	MK8MR	Odef	neu	Die Erkenntnis, dass man sich in die Richtung entwickelt hat, die man vorhergesehen hat.	Control	memory + look + help + rub off + connectedness
462	MK8MR	Muschürdur	emo	Eine bittere Traurigkeit empfinden, die einen grundlos überwältigt.	Control	scary + new + uncertain + exciting
463	MK8MR	Vul	neu	Die Erkenntnis, dass man weitere Informationen braucht, um ein Problem zu lösen.	Control	anger + rage + out of control + helpless + at the mercy of + guilty + over the top
464	MK8MR	Rugliebast	emo	Nervös ein wichtiges Gespräch im Kopf durchspielen, um keine Fehler zu begehen.	Control	anger + embarrassment + demonstration effect + maddening + self-reproach + restless
465	MK8MR	Preier	emo	Desinteresse vortäuschen, obwohl man etwas eigentlich haben möchte.	Control	calming + relaxation + division of labor + fair + support + not alone
466	MK8MR	Wumeizauch	emo	Einen unerwünschten Ratschlag bekommen, der einem aufgedrängt wird.	Control	beautiful + unique + connection + closeness + body warmth + love + security + support + family
467	MK8MR	Mölauzegt	neu	Subjektive Bewertung, die nach innen und an sich selbst gerichtet ist.	Control	embarrassing + mistakes + unwanted attention + worries + checking + gaps
468	MK8MR	Ismiprämpf	emo	Die Vorfreude, wenn man Besuch erwartet und ständig ungeduldig prüft, ob die Person angekommen ist.	Control	emotions + empathy + not alone + connection + becoming aware
469	MK8MR	Glühm	neu	Ruhig sitzen bleiben, wenn es an der Tür klopft, und abwarten, ob es nochmal klopft.	Control	surprise + joy + new + unexpected + doesn't matter
470	MK8MR	Enkmitas	emo	Die Frustration, wenn einem ein Wort auf der Zunge liegt, das einem entfallen ist.	Control	tired + listless + headache + no clear thoughts + worries + fear
471	MK8MR	Bismirbiel	emo	Eine heftige emotionale Reaktion auf ein unbedeutsames Ereignis zeigen.	Control	anticipation + joy + gathering + mental preparation + excited + nervous + packing list + worries
472	MK8MR	Struk	neu	Die Zeit bevor man eine Reise antritt, die man geplant hat.	Control	critical + doubts + consider + thoughts
473	MK8MR	Namistell	neu	Zufällig etwas finden, ohne danach gesucht zu haben.	Control	learn + safety + control + look ahead + duty + tedious
474	MK8MR	Zimerhubst	emo	Das ausgelaugte und erschöpfte Gefühl nach einer schlaflosen, sorgenvollen Nacht.	Control	twitch + inappropriate + hold back + under control + uncomfortable + need
475	MK8MR	Ferandsor	neu	Wenn man verschlossen ist, weil man lieber für sich bleibt als unter anderen Menschen.	Control	regret + doubt + hard realization + disappointment in myself
476	MK8MR	Wupforau	emo	Die besondere Empfindung, dass man sich in die Person verlieben wird, die man gerade kennengelernt hat.	Control	goal achieved + satisfaction + relieved + pride + evaluate + look back + joy
477	MK8MR	Bingsemöl	neu	Wenn man eine Tätigkeit wiederholt, um sie ausreichend gut durchführen zu können.	Control	communication + sign + connection + desire + uncomfortable
478	MK8MR	Plüpp	neu	Die Mühe, wenn man eine andere Sprache spricht, im Vergleich zur eigenen Muttersprache.	Control	panic + escape + nervous + excuses + thoughtless
479	MK8MR	Bisknirgo	emo	Ein Zustand vollkommener Harmonie und Gelassenheit, in dem man friedliche Ruhe empfindet.	Control	relaxed + calm + perfectly happy
480	MK8MR	Zwelde	emo	Das glückliche und friedliche Aufwachen nach einem angenehmen Traum.	Control	uncomfortable + escape + cautious + guilty conscience + wanting to be alone
481	MK8MR	Troff	neu	Die Gewissheit darüber, dass den eigenen Taten und Entscheidungen Konsequenzen folgen werden.	Control	harmony + bliss + arrived + motivation + peace
