	VP_Code	word	emotionality	definition	group	features
349	SS28MH	Bismirbiel	emo	Eine heftige emotionale Reaktion auf ein unbedeutsames Ereignis zeigen.	Imagery	überraschend + freudig + Klamotten + Schubladen aufräumen
350	SS28MH	Vul	neu	Die Erkenntnis, dass man weitere Informationen braucht, um ein Problem zu lösen.	Imagery	negativ + anstrengend + quälend + müde + Trauer + Liebeskummer + Streit + Stress + Prüfung + Angst
351	SS28MH	Neif	emo	Mit Leidenschaft und Engagement alles in ein Herzensprojekt investieren.	Imagery	aufregend + Vorfreude + tolles Gefühl + ungeduldig
352	SS28MH	Ismiprämpf	emo	Die Vorfreude, wenn man Besuch erwartet und ständig ungeduldig prüft, ob die Person angekommen ist.	Imagery	selbst reflektierend + streng + sich selber verbessern + Fehler eingestehen + an sich arbeiten
353	SS28MH	Glühm	neu	Ruhig sitzen bleiben, wenn es an der Tür klopft, und abwarten, ob es nochmal klopft.	Imagery	positiv + lernen + sicher beherrschen können
354	SS28MH	Zimerhubst	emo	Das ausgelaugte und erschöpfte Gefühl nach einer schlaflosen, sorgenvollen Nacht.	Imagery	Mittel zum Zweck + Liebe + Anziehung
355	SS28MH	Plüpp	neu	Die Mühe, wenn man eine andere Sprache spricht, im Vergleich zur eigenen Muttersprache.	Imagery	positiv + verantwortungsbewusst + gut nachdenken + keine Kurzschlussreaktionen
356	SS28MH	Odef	neu	Die Erkenntnis, dass man sich in die Richtung entwickelt hat, die man vorhergesehen hat.	Imagery	positiv + motivierend + Stolz + Sport + Uni + Persönlichkeit + Freunde + Familie + Ordentlich sein
357	SS28MH	Muschürdur	emo	Eine bittere Traurigkeit empfinden, die einen grundlos überwältigt.	Imagery	positiv oder negativ + Versuch Gespräch zu beginnen + Restaurant + Alte Bekannte
358	SS28MH	Faube	neu	Die Möglichkeit, dass sich aus dem Blickkontakt mit einer anderen Person ein Gespräch ergibt, das diese initiiert.	Imagery	Alte Bekannte + Arbeitskollegen + Frühere Feinde
359	SS28MH	Enkmitas	emo	Die Frustration, wenn einem ein Wort auf der Zunge liegt, das einem entfallen ist.	Imagery	schön + entspannt + stressfrei + selten + Wochenende + Partner/in + Therme + Ausflug + Urlaub
360	SS28MH	Mege	emo	Das sichere Vertrauen in jemanden, der zuverlässig seinen Pflichten nachkommt.	Imagery	einsam + negativ
361	SS28MH	Bisknirgo	emo	Ein Zustand vollkommener Harmonie und Gelassenheit, in dem man friedliche Ruhe empfindet.	Imagery	entspannt + schön + stressfrei + sorgenlos + ausgeschlafen + Frieden + Liebe + Freunde
362	SS28MH	Bingsemöl	neu	Wenn man eine Tätigkeit wiederholt, um sie ausreichend gut durchführen zu können.	Imagery	Ruhe + Entspannung + Stress vergessen + abschalten + Liebe + Glück + Freunde + Partner + Oma
363	SS28MH	Mölauzegt	neu	Subjektive Bewertung, die nach innen und an sich selbst gerichtet ist.	Imagery	Negativ + Schwach + Zickig + Unsympathisch + Kindisch + Sich selbst belügen
364	SS28MH	Struk	neu	Die Zeit bevor man eine Reise antritt, die man geplant hat.	Imagery	unerklärlich + unangenehm + vermeiden
365	SS28MH	Herklögen	emo	Die ruhige Geborgenheit in der Anwesenheit einer vertrauten Person.	Imagery	schön + aufregend
366	SS28MH	Weforshank	neu	Die durch Berührung erzeugte Bindung zwischen Eltern und ihrem Kind.	Imagery	faul + ungewiss + unsicher + desinteressiert
367	SS28MH	Iberletsch	neu	Der Impuls, eine andere Person berühren zu wollen.	Imagery	stressig + anstrengend + kann nach hinten los gehen + immer und immer wieder + belastend
368	HY4Kl	Herklögen	emo	Die ruhige Geborgenheit in der Anwesenheit einer vertrauten Person.	Control	fehlende Informationen + beschaffen + informieren + Lücken schließen + Entscheidungen treffen + angehen + Informationen abwägen + schlechte Entscheidungen + Internet + Bücher + fragen
369	HY4Kl	Bisknirgo	emo	Ein Zustand vollkommener Harmonie und Gelassenheit, in dem man friedliche Ruhe empfindet.	Control	Engagement + Herzblut + zeitintensiv + Leidenschaft + freiwillig + intrinsische Motivation + für andere + darin aufgehen + interessiert + sozial + erfolgreich
370	HY4Kl	Wumeizauch	emo	Einen unerwünschten Ratschlag bekommen, der einem aufgedrängt wird.	Control	unangenehm + Besserwisser + vermeiden + unsympathisch + aus dem Weg gehen + Diskussion + Streit + überzeugen + Individualität
371	HY4Kl	Rugliebast	emo	Nervös ein wichtiges Gespräch im Kopf durchspielen, um keine Fehler zu begehen.	Control	Beziehungen + soziale Interaktionen + Menschen + Beeinflussung + beobachten + Verhalten ändern + nachdenken + Eltern anrufen + Empathie + wichtig + einsam
372	HY4Kl	Wupforau	emo	Die besondere Empfindung, dass man sich in die Person verlieben wird, die man gerade kennengelernt hat.	Control	Liebe + Gefühle + Beziehung + Schmetterlinge + neue Person + Neuanfang + sympathisch + sich mögen + kennenlernen + rosa rot + überraschend + ungeplant + Zufall + Schicksal
373	HY4Kl	Bingsemöl	neu	Wenn man eine Tätigkeit wiederholt, um sie ausreichend gut durchführen zu können.	Control	überreagieren + unnötig + nachdenken + ändern + Emotionen + unkontrolliert + bereuen + weinen + Streit + Konflikt
374	HY4Kl	Glühm	neu	Ruhig sitzen bleiben, wenn es an der Tür klopft, und abwarten, ob es nochmal klopft.	Control	Fremdsprache + Fachwort + Frustration + nachdenken + immer wieder durchgehen + aufregen + Kopf zerbrechen + kommt später wieder
375	HY4Kl	Weforshank	neu	Die durch Berührung erzeugte Bindung zwischen Eltern und ihrem Kind.	Control	Verantwortungsbewusstsein + Vertrauen + Zuverlässigkeit + sympathisch + darauf verlassen können + Gruppenarbeit + angenehm + weniger Arbeit + loben + Unterstützung + Absprachen einhalten + Ideen
376	HY4Kl	Odef	neu	Die Erkenntnis, dass man sich in die Richtung entwickelt hat, die man vorhergesehen hat.	Control	Eltern + Beziehung + wichtig + Liebe + Nähe + Verbundenheit + sicher + Geborgenheit + Vertrauen + Kindheit
377	HY4Kl	Häugnung	neu	Den Einfluss, den die Beobachtung einer zwischenmenschlichen Interaktion auf einen hat.	Control	anstrengend + Mühe + überlegen + Schwierigkeiten + fremd + unwohl + Training + Aussprache + Vokabeln + Hilfe + Übersetzer
378	HY4Kl	Enkmitas	emo	Die Frustration, wenn einem ein Wort auf der Zunge liegt, das einem entfallen ist.	Control	Empathie + warm + sympathisch + Übereinstimmung + Beeinflussung + sich einig sein + zusammen etwas machen + Zugehörigkeitsgefühl + Freunde + Arbeitskollegen + Filme + Verständnis + mitreißen lassen
379	HY4Kl	Skibt	neu	Der Zustand, in den man kommt, wenn man die Gefühle anderer Menschen teilt.	Control	Zimmer aufräumen + schön + Erinnerungen + Kindheit + Geld + Glück + sich freuen + unerwartet + vermisst + Gefühle
380	HY4Kl	Zimerhubst	emo	Das ausgelaugte und erschöpfte Gefühl nach einer schlaflosen, sorgenvollen Nacht.	Control	Albtraum + Unwohlsein + nachdenken + Traurig sein + Erschöpfung + schlechte Stimmung + harter Tag + Bett + Sorgen + Stress + Klausurenphase
381	HY4Kl	Wunicher	emo	Der starke Drang eine unangenehme Begegnung zu vermeiden.	Control	aufgeregt sein + überprüfen + Vorfreude + Koffer + Urlaub + Flugzeug + warten + ungeduldig + Anspannung + planen
382	HY4Kl	Mölauzegt	neu	Subjektive Bewertung, die nach innen und an sich selbst gerichtet ist.	Control	Bewertung + Ideal Selbst + nachdenken + überarbeiten + überprüfen + urteilen + verbessern + hart sein + Abweichung + Handlungen + Gedanken
383	HY4Kl	Faube	neu	Die Möglichkeit, dass sich aus dem Blickkontakt mit einer anderen Person ein Gespräch ergibt, das diese initiiert.	Control	Training + üben + sich entwickeln + verbessern + Anfang + engagiert + Selbsttest + anstrengen
384	HY4Kl	Ismiprämpf	emo	Die Vorfreude, wenn man Besuch erwartet und ständig ungeduldig prüft, ob die Person angekommen ist.	Control	Berührung + unerwünscht + unterdrücken + fremde Person + Willen durchsetzen + Kellner + auf etwas hinweisen + interkulturelle Unterschiede + ziehen
385	HY4Kl	Plüpp	neu	Die Mühe, wenn man eine andere Sprache spricht, im Vergleich zur eigenen Muttersprache.	Control	Handlungen + Folgen + anstrengen + Gewissenhaftigkeit + Ansporn + Zukunft + Ziele + Training + Lernen + prokrastinieren
386	HY4Kl	Preier	emo	Desinteresse vortäuschen, obwohl man etwas eigentlich haben möchte.	Control	Zukunft + Studium + Ziele erreichen + konsequent sein + zufrieden sein + Stolz + etwas lohnt sich + anstrengen + dran bleiben + nicht aufgeben
387	HY4Kl	Ferandsor	neu	Wenn man verschlossen ist, weil man lieber für sich bleibt als unter anderen Menschen.	Control	Gespräch + anstarren + etwas wollen + Kontakt aufbauen + soziale Interaktion + Kellner + durchsetzen + Augen
388	HY4Kl	Struk	neu	Die Zeit bevor man eine Reise antritt, die man geplant hat.	Control	unangenehm + unsympathische Person + aus dem Weg gehen + Ausreden suchen + Ex Freund + Streit + vermeiden + unschön + unwohl fühlen + Angst
389	HY4Kl	Vul	neu	Die Erkenntnis, dass man weitere Informationen braucht, um ein Problem zu lösen.	Control	Urlaub + Sauna + Entspannung + Seelenfrieden + Glück + Zufriedenheit + Ruhe + Frieden + Sonnenstrahlen + Meeresrauschen
390	HY4Kl	Bismirbiel	emo	Eine heftige emotionale Reaktion auf ein unbedeutsames Ereignis zeigen.	Control	introvertiert + schwierig + einsam + sozial + Außenseiter + schüchtern + unverstanden + Rückzug + aus dem Weg gehen + Menschenmassen + Gruppen
391	HY4Kl	Neif	emo	Mit Leidenschaft und Engagement alles in ein Herzensprojekt investieren.	Control	Bett + morgens + Gelassenheit + Entspannung + guter Start + Sonne + Schöner Traum + gute Stimmung + erfrischt + spannend
392	HY4Kl	Muschürdur	emo	Eine bittere Traurigkeit empfinden, die einen grundlos überwältigt.	Control	Herzklopfen + Vertrauen + Geborgenheit + sozial + Interaktion + Eltern + Freunde + Partner + runter kommen + Stress abbauen + Unterstützung + Gespräche
393	HY4Kl	Iberletsch	neu	Der Impuls, eine andere Person berühren zu wollen.	Control	Täuschung + vortäuschen + blenden + Sich verstellen + unehrlich + etwas schlecht machen + unsicher + Ausschluss + Ziele durchsetzen
394	HY4Kl	Namistell	neu	Zufällig etwas finden, ohne danach gesucht zu haben.	Control	Trauer + duster + Tränen + unaufhaltsam + soziale Unterstützung + Rückzug + Zuhause sein wollen + verstecken + Unwissen + negativ + Emotionen
395	HY4Kl	Zwelde	emo	Das glückliche und friedliche Aufwachen nach einem angenehmen Traum.	Control	Freunde + Postbote + Ungeduld + Vorfreude + etwas zieht sich + überprüfen + nachfragen + Zeit vergeht nicht + herum sitzen + Fenster + Tür
396	HY4Kl	Mege	emo	Das sichere Vertrauen in jemanden, der zuverlässig seinen Pflichten nachkommt.	Control	abwarten + verstecken + vertan haben + unsicher + unerwünschter Besuch + unerwartet + Postbote + Klingel + hören + Couch
397	HY4Kl	Troff	neu	Die Gewissheit darüber, dass den eigenen Taten und Entscheidungen Konsequenzen folgen werden.	Control	Vorstellungsgespräch + Trennungsgespräch + Nervosität + trainieren + wichtiger Termin + bedeutsam + Unruhe + Schwitzen + Herzrasen
398	HN25DF	Glühm	neu	Ruhig sitzen bleiben, wenn es an der Tür klopft, und abwarten, ob es nochmal klopft.	Control	Ärger + Verzweiflung + Angestrengtes Nachdenken + liegt auf der Zunge + blöd
399	HN25DF	Zwelde	emo	Das glückliche und friedliche Aufwachen nach einem angenehmen Traum.	Control	zielstrebig + Planung + diszipliniert
400	HN25DF	Iberletsch	neu	Der Impuls, eine andere Person berühren zu wollen.	Control	nervig + sieht keine Grenzen + kein Feingefühl + keine Akzeptanz + Wut
401	HN25DF	Skibt	neu	Der Zustand, in den man kommt, wenn man die Gefühle anderer Menschen teilt.	Control	in andere hineinversetzten + Neid + Vergleich + Reflexion der eigenen Person
402	HN25DF	Weforshank	neu	Die durch Berührung erzeugte Bindung zwischen Eltern und ihrem Kind.	Control	Aufregung + Unsicherheit + Vorfreude + weiche Knie + Schmetterlinge im Bauch + Gedanken
403	HN25DF	Bismirbiel	emo	Eine heftige emotionale Reaktion auf ein unbedeutsames Ereignis zeigen.	Control	Menstruation + Ärger über sich selbst + Reflexion + Unverständnis
404	HN25DF	Mege	emo	Das sichere Vertrauen in jemanden, der zuverlässig seinen Pflichten nachkommt.	Control	Wut + Verzweiflung + Ärger + Augen rollen + Überlegung
405	HN25DF	Häugnung	neu	Den Einfluss, den die Beobachtung einer zwischenmenschlichen Interaktion auf einen hat.	Control	Bezugspersonen + Freunde + Vertrauen + Loyalität + Zuverlässigkeit
406	HN25DF	Troff	neu	Die Gewissheit darüber, dass den eigenen Taten und Entscheidungen Konsequenzen folgen werden.	Control	Liebe + Vertrauen + Bezugspersonen + Familie
407	HN25DF	Neif	emo	Mit Leidenschaft und Engagement alles in ein Herzensprojekt investieren.	Control	Unsicherheit + Angst Fehler zu machen + Training + Übung 
408	HN25DF	Plüpp	neu	Die Mühe, wenn man eine andere Sprache spricht, im Vergleich zur eigenen Muttersprache.	Control	Gefühl der Verbundenheit + Freude + nachempfinden + in den anderen hineinversetzten
409	HN25DF	Rugliebast	emo	Nervös ein wichtiges Gespräch im Kopf durchspielen, um keine Fehler zu begehen.	Control	Freude + aufregend + Erleichterung + Versteck
410	HN25DF	Enkmitas	emo	Die Frustration, wenn einem ein Wort auf der Zunge liegt, das einem entfallen ist.	Control	müde + Gedanken + Augenringe + schwere Knochen + schwerfällige Bewegungen + Kaffee + Mittagsschlaf
411	HN25DF	Odef	neu	Die Erkenntnis, dass man sich in die Richtung entwickelt hat, die man vorhergesehen hat.	Control	Vorfreude + Packen + planen + buchen + Aufregung + hibbelig sein
412	HN25DF	Herklögen	emo	Die ruhige Geborgenheit in der Anwesenheit einer vertrauten Person.	Control	Reflexion + ehrlich + Erwartung + Forderung an sich selbst + aufgeschlossen
413	HN25DF	Wumeizauch	emo	Einen unerwünschten Ratschlag bekommen, der einem aufgedrängt wird.	Control	Übung + Training + Meister + Sicherheit + Vertrauen + zeitintensiv
414	HN25DF	Wupforau	emo	Die besondere Empfindung, dass man sich in die Person verlieben wird, die man gerade kennengelernt hat.	Control	Liebe + Partner + Durchsetzen + Verlangen + vertraut
415	HN25DF	Mölauzegt	neu	Subjektive Bewertung, die nach innen und an sich selbst gerichtet ist.	Control	Reflexion + bewusst über eigene Taten + Objektivität + positiv + Kopfmensch
416	HN25DF	Muschürdur	emo	Eine bittere Traurigkeit empfinden, die einen grundlos überwältigt.	Control	Vorwissen + Vertrauen in sich selbst + Freude + Zufriedenheit + Rückblick + Ziel erreicht
417	HN25DF	Struk	neu	Die Zeit bevor man eine Reise antritt, die man geplant hat.	Control	Zufall + unangenehm + Stille + Unsicherheit + Forderung
418	HN25DF	Vul	neu	Die Erkenntnis, dass man weitere Informationen braucht, um ein Problem zu lösen.	Control	Feigheit + Trotz + Ausweichen + Flucht + unreif + wegrennen
419	HN25DF	Faube	neu	Die Möglichkeit, dass sich aus dem Blickkontakt mit einer anderen Person ein Gespräch ergibt, das diese initiiert.	Control	zu Hause + Familie + Freunde + Partner + Liebe + Vertrauen + glücklich + frei + leicht
420	HN25DF	Bingsemöl	neu	Wenn man eine Tätigkeit wiederholt, um sie ausreichend gut durchführen zu können.	Control	einsam + introvertiert + Versteck + Angst + Unsicherheit
421	HN25DF	Wunicher	emo	Der starke Drang eine unangenehme Begegnung zu vermeiden.	Control	Freude + Lachen + Gemütlich + kuschelig + warm + weich + schlafen
422	HN25DF	Preier	emo	Desinteresse vortäuschen, obwohl man etwas eigentlich haben möchte.	Control	Partner + Liebe + Zu Hause + Vertrauen + Beziehung + Familie
423	HN25DF	Ferandsor	neu	Wenn man verschlossen ist, weil man lieber für sich bleibt als unter anderen Menschen.	Control	unehrlich + Spiel + nicht vertrauenswürdig + Situation zum eigenen Vorteil ausnutzen
424	HN25DF	Bisknirgo	emo	Ein Zustand vollkommener Harmonie und Gelassenheit, in dem man friedliche Ruhe empfindet.	Control	Depression + Verzweiflung + Menstruation + weinen + Trost + zittern
425	HN25DF	Zimerhubst	emo	Das ausgelaugte und erschöpfte Gefühl nach einer schlaflosen, sorgenvollen Nacht.	Control	Aufregung + Freude + hibbelig
426	HN25DF	Ismiprämpf	emo	Die Vorfreude, wenn man Besuch erwartet und ständig ungeduldig prüft, ob die Person angekommen ist.	Control	dumm + faul + unkooperativ
427	HN25DF	Namistell	neu	Zufällig etwas finden, ohne danach gesucht zu haben.	Control	Aufregung + Panik + Schweiß + Unsicherheit + Angst
428	PO20DF	Bisknirgo	emo	Ein Zustand vollkommener Harmonie und Gelassenheit, in dem man friedliche Ruhe empfindet.	Imagery	unzufrieden + Suche + ungeduldig + nervös + enttäuscht
429	PO20DF	Wupforau	emo	Die besondere Empfindung, dass man sich in die Person verlieben wird, die man gerade kennengelernt hat.	Imagery	Mut + Zeit aufbringen + wichtige Sachen verschieben + Stolz + Zufriedenheit + Zielstrebigkeit + 100 Prozent
430	PO20DF	Vul	neu	Die Erkenntnis, dass man weitere Informationen braucht, um ein Problem zu lösen.	Imagery	nervig + wütend + keine Lust + ungewollte Gedankenspiele + missachten + befolgen + nicht nochmal + kostet Kraft + unzufrieden + zufrieden
431	PO20DF	Faube	neu	Die Möglichkeit, dass sich aus dem Blickkontakt mit einer anderen Person ein Gespräch ergibt, das diese initiiert.	Imagery	alarmierend + gespannt + staunen + ängstlich + erschrocken + zufrieden + glücklich + sehenswert + nachmachen + lernen
432	PO20DF	Muschürdur	emo	Eine bittere Traurigkeit empfinden, die einen grundlos überwältigt.	Imagery	Hoffnung + Freude + Vertrauen + Anspannung + Freunde + Gedanken + sicher + unsicher + bereit + unentschlossen
433	PO20DF	Odef	neu	Die Erkenntnis, dass man sich in die Richtung entwickelt hat, die man vorhergesehen hat.	Imagery	Wut + Trauer + aus Versehen + Problem + nicht so wichtig + Ausbruch + schreien +  rot werden
434	PO20DF	Herklögen	emo	Die ruhige Geborgenheit in der Anwesenheit einer vertrauten Person.	Imagery	Schande + Nervenkitzel + Vorfreude + Anspannung + nervös + nachdenklich + traurig + Missachtung + unbedingt
435	PO20DF	Wunicher	emo	Der starke Drang eine unangenehme Begegnung zu vermeiden.	Imagery	vertrauensvoll + Freund + Familie + Partner + sorglos + freie Gedanken + entspannt + sicher
436	PO20DF	Weforshank	neu	Die durch Berührung erzeugte Bindung zwischen Eltern und ihrem Kind.	Imagery	Wärme + Glück + Zufriedenheit + Geborgenheit + weich + schön + Liebe + Zuneigung + sich kümmern
437	PO20DF	Iberletsch	neu	Der Impuls, eine andere Person berühren zu wollen.	Imagery	Spaß + lernen + Enttäuschung + Glück + Belohnung + neue Bekanntschaften + Freunde + Weiterentwicklung + schwer + Aussprache + einfach + lustig + interessant + Hintergrund + Entstehung
438	PO20DF	Mölauzegt	neu	Subjektive Bewertung, die nach innen und an sich selbst gerichtet ist.	Imagery	Freude + Trauer + nachvollziehen + Verständnis + Betroffenheit + Scham
439	PO20DF	Enkmitas	emo	Die Frustration, wenn einem ein Wort auf der Zunge liegt, das einem entfallen ist.	Imagery	Glück + erstaunen + Erleichterung + Gedächtnislücke geschlossen + zufrieden + sorglos
440	PO20DF	Bingsemöl	neu	Wenn man eine Tätigkeit wiederholt, um sie ausreichend gut durchführen zu können.	Imagery	betrunken + Angst + Müdigkeit + unfähig + Probleme + Gedanken + Krankheit
441	PO20DF	Namistell	neu	Zufällig etwas finden, ohne danach gesucht zu haben.	Imagery	viel Zeit investiert + erschöpft + erleichtert + Vorfreude + warten + ungeduldig + Geselligkeit
442	PO20DF	Häugnung	neu	Den Einfluss, den die Beobachtung einer zwischenmenschlichen Interaktion auf einen hat.	Imagery	besser + schlechter + woher + Gefühle + Gedanken + Überlegungen + Dauer
443	PO20DF	Glühm	neu	Ruhig sitzen bleiben, wenn es an der Tür klopft, und abwarten, ob es nochmal klopft.	Imagery	Aufwand + lernen + Antrieb + Reiz + Glück + Stolz + schwitzen + Üben + begeistert + Hindernisse
444	PO20DF	Wumeizauch	emo	Einen unerwünschten Ratschlag bekommen, der einem aufgedrängt wird.	Imagery	Drang + Wille + Versuchung + spüren + eilig + Problem + Liebe
445	PO20DF	Neif	emo	Mit Leidenschaft und Engagement alles in ein Herzensprojekt investieren.	Imagery	Erkenntnis + traurig + glücklich + unentschlossen + Angst + lernen + Erfahrung
446	PO20DF	Zimerhubst	emo	Das ausgelaugte und erschöpfte Gefühl nach einer schlaflosen, sorgenvollen Nacht.	Imagery	Stolz + Mut + Kraft + selbstbewusst + glücklich + Ansporn + Eigeninitiative + sicher + entschlossen + ohne Ablenkung + Eifer + Zeit
447	PO20DF	Preier	emo	Desinteresse vortäuschen, obwohl man etwas eigentlich haben möchte.	Imagery	Hoffnung + Ausweg + Umweg + nachdenklich + überlegen + Lösung
448	PO20DF	Skibt	neu	Der Zustand, in den man kommt, wenn man die Gefühle anderer Menschen teilt.	Imagery	Wunsch + Gegenmaßnahmen + verstecken + nicht melden + Handy aus + alleine sein + zögern + Unwohlsein + Gedanken + Wut + Trauer
449	PO20DF	Mege	emo	Das sichere Vertrauen in jemanden, der zuverlässig seinen Pflichten nachkommt.	Imagery	Entspannung + schlafen + ruhig atmen + Wärme + Freunde + gelassen + kein Stress + wenige Gedanken + Kein Streit + loslassen
450	PO20DF	Ismiprämpf	emo	Die Vorfreude, wenn man Besuch erwartet und ständig ungeduldig prüft, ob die Person angekommen ist.	Imagery	unsicher + ängstlich + Einzelkämpfer + stark + schüchtern + Trauer + hilflos
451	PO20DF	Zwelde	emo	Das glückliche und friedliche Aufwachen nach einem angenehmen Traum.	Imagery	Freude + Zeit leider schon vorbei + nochmal träumen + wieso aufgewacht + Kopfgrübeln + warum? + Bedeutung
452	PO20DF	Rugliebast	emo	Nervös ein wichtiges Gespräch im Kopf durchspielen, um keine Fehler zu begehen.	Imagery	Wärme + fallen lassen + Freude + glücklich + entspannt + sorgenfrei + Spaß + gute Gespräche + offenes Ohr + Problembewältigung + kein Stress
453	PO20DF	Struk	neu	Die Zeit bevor man eine Reise antritt, die man geplant hat.	Imagery	Scham + zurückstecken + schlau + Taktik
454	PO20DF	Ferandsor	neu	Wenn man verschlossen ist, weil man lieber für sich bleibt als unter anderen Menschen.	Imagery	abgeschlagen + fix und fertig + alleine sein + Kälte + Leere + nachdenklich + Sinn
455	PO20DF	Plüpp	neu	Die Mühe, wenn man eine andere Sprache spricht, im Vergleich zur eigenen Muttersprache.	Imagery	Vorfreude + Anspannung + Gedanken + gut + schlecht + nervös + entspannt + Ideen + spannend + aufgeregt + Zeit vergeht langsam
456	PO20DF	Troff	neu	Die Gewissheit darüber, dass den eigenen Taten und Entscheidungen Konsequenzen folgen werden.	Imagery	gespannt + ungeduldig + Ausdauer + Fragen + entspannt + Taktik + aufmerksam + bereit
457	PO20DF	Bismirbiel	emo	Eine heftige emotionale Reaktion auf ein unbedeutsames Ereignis zeigen.	Imagery	Vorstellungsgespräch + Bewerbung + Jahresgespräch + Schule + Arbeit + Lehrer + Chef + verkrampft + angespannte Hände + Gedanken
458	MK8MR	Iberletsch	neu	Der Impuls, eine andere Person berühren zu wollen.	Control	frustriert + Ärger + genervt + aufgeben + hinterfragen + Puzzleteil
459	MK8MR	Häugnung	neu	Den Einfluss, den die Beobachtung einer zwischenmenschlichen Interaktion auf einen hat.	Control	anstrengend + Arbeit + sinnvoll + gutes Gewissen + zufrieden + erstrebenswert
460	MK8MR	Mege	emo	Das sichere Vertrauen in jemanden, der zuverlässig seinen Pflichten nachkommt.	Control	Ärger + ungefragt + hilflos + ausgeliefert + Flucht + vermeiden
461	MK8MR	Odef	neu	Die Erkenntnis, dass man sich in die Richtung entwickelt hat, die man vorhergesehen hat.	Control	Erinnerung + abschauen + Hilfe + abfärben + Verbundenheit
462	MK8MR	Muschürdur	emo	Eine bittere Traurigkeit empfinden, die einen grundlos überwältigt.	Control	beängstigend + neu + unsicher + spannend
463	MK8MR	Vul	neu	Die Erkenntnis, dass man weitere Informationen braucht, um ein Problem zu lösen.	Control	Ärger + Wut + ohne Kontrolle + hilflos + ausgeliefert + schuldbewusst + übertrieben
464	MK8MR	Rugliebast	emo	Nervös ein wichtiges Gespräch im Kopf durchspielen, um keine Fehler zu begehen.	Control	Ärger + Blamage + Vorführeffekt + verrückt machen + Selbstvorwurf + rastlos
465	MK8MR	Preier	emo	Desinteresse vortäuschen, obwohl man etwas eigentlich haben möchte.	Control	beruhigend + Entspannung + Arbeitsteilung + fair + Rückhalt + nicht alleine
466	MK8MR	Wumeizauch	emo	Einen unerwünschten Ratschlag bekommen, der einem aufgedrängt wird.	Control	wunderschön + einzigartig + Verbindung + Nähe + Körperwärme + Liebe + Geborgenheit + Halt + Familie
467	MK8MR	Mölauzegt	neu	Subjektive Bewertung, die nach innen und an sich selbst gerichtet ist.	Control	peinlich + Fehler + ungewollte Aufmerksamkeit + Sorgen + überprüfen + Lücken
468	MK8MR	Ismiprämpf	emo	Die Vorfreude, wenn man Besuch erwartet und ständig ungeduldig prüft, ob die Person angekommen ist.	Control	Emotionen + Empathie + nicht allein + Verbindung + bewusst werden
469	MK8MR	Glühm	neu	Ruhig sitzen bleiben, wenn es an der Tür klopft, und abwarten, ob es nochmal klopft.	Control	Überraschung + Freude + neu + unerwartet +  + egal
470	MK8MR	Enkmitas	emo	Die Frustration, wenn einem ein Wort auf der Zunge liegt, das einem entfallen ist.	Control	müde + antriebslos + Kopfschmerzen + keine klaren Gedanken + Sorgen + Angst
471	MK8MR	Bismirbiel	emo	Eine heftige emotionale Reaktion auf ein unbedeutsames Ereignis zeigen.	Control	Erwartung + Freude + sich sammeln + mentale Vorbereitung + aufgeregt + nervös + Packliste + Sorgen
472	MK8MR	Struk	neu	Die Zeit bevor man eine Reise antritt, die man geplant hat.	Control	kritisch + Zweifel + überlegen + Gedanken
473	MK8MR	Namistell	neu	Zufällig etwas finden, ohne danach gesucht zu haben.	Control	lernen + Sicherheit + Kontrolle + vorausschauen + Pflicht + mühsam
474	MK8MR	Zimerhubst	emo	Das ausgelaugte und erschöpfte Gefühl nach einer schlaflosen, sorgenvollen Nacht.	Control	zucken + unangebracht + zurück halten + unter Kontrolle + unangenehm + Bedürfnis
475	MK8MR	Ferandsor	neu	Wenn man verschlossen ist, weil man lieber für sich bleibt als unter anderen Menschen.	Control	Bereuen + Zweifel + harte Erkenntnis + Enttäuschung über mich selbst
476	MK8MR	Wupforau	emo	Die besondere Empfindung, dass man sich in die Person verlieben wird, die man gerade kennengelernt hat.	Control	Ziel erreicht + Genugtuung + erleichtert + Stolz + bewerten + Rückblick + Freude
477	MK8MR	Bingsemöl	neu	Wenn man eine Tätigkeit wiederholt, um sie ausreichend gut durchführen zu können.	Control	Kommunikation + Zeichen + Verbindung + Wunsch + unangenehm
478	MK8MR	Plüpp	neu	Die Mühe, wenn man eine andere Sprache spricht, im Vergleich zur eigenen Muttersprache.	Control	Panik + Flucht + nervös + Ausreden + gedankenlos
479	MK8MR	Bisknirgo	emo	Ein Zustand vollkommener Harmonie und Gelassenheit, in dem man friedliche Ruhe empfindet.	Control	Entspannt + Ruhig + Wunschlos glücklich
480	MK8MR	Zwelde	emo	Das glückliche und friedliche Aufwachen nach einem angenehmen Traum.	Control	unangenehm + Flucht + Vorsichtig + schlechtes Gewissen + alleine sein wollen
481	MK8MR	Troff	neu	Die Gewissheit darüber, dass den eigenen Taten und Entscheidungen Konsequenzen folgen werden.	Control	Harmonie + Glückseligkeit + Angekommen + Motivation + Frieden
482	MK8MR	Neif	emo	Mit Leidenschaft und Engagement alles in ein Herzensprojekt investieren.	Control	Ruhe + Schutz + ich selbst sein + lachen + Freundschaft + Familie
483	MK8MR	Herklögen	emo	Die ruhige Geborgenheit in der Anwesenheit einer vertrauten Person.	Control	Lügen + manipulieren + unehrlich + unangenehm + unausgesprochen + verbergen
