	Name	Emotionalität	Definition	Assoziationen	Index der Scores	Durchschnittsindex
22	Häugnung	neu	The impact that watching an interpersonal interaction has on you.	"['Surprise, unexpected, joy', 'Miss, relationships, touch, hug, corona, contact restriction, friendship, see you again, help, comfort', 'no fear of contact, extrovert, romantic, means to an end', 'Bonding, relationship, closeness, security, family', 'Pressure, preparation, uncomfortable, doubts?, sovereign', ""to-do list, check off, neutral, if I don't know the person well, can encourage me to want to do my own tasks, can put me under pressure with my own tasks, work, university"", 'inappropriate, need, closeness, physical contact, boundaries, self-control, affection, distance', 'shy, embarrassed, sorry, blushing, reproaches', 'will, strength, motivation', 'exhausting, pride, creativity, flop, success, idea must be very good, believe in yourself, challenges', 'emphatisch', 'annoying, aggressive, impatient, searching', 'exhausting, trouble, superior, difficulties, strange, unwell, training, pronunciation, vocabulary, help, translator, pons', 'Reference persons, friends, trust, loyalty, reliability', 'better, worse, where from, feelings, thoughts, considerations, duration', 'strenuous, work, meaningful, clear conscience, satisfied, worth striving for', ""Restless, distracted, insecure, tense, unnecessary, can't help it, control, afraid of missing out, uneasy, annoying"", 'empathy, human, happy', 'Excited, tense, exhausted, exhausted, joy, insecure, frustrated', 'lying, envy, not sincere, fear, being hurt, pressure to succeed, job, politics, negotiation, dates(new partner)', 'Pride, self-determination, relief, anticipation of the result, nervousness, insecurity', 'Unique bond, trust, love, warmth, concern, caring for the child, parents as the most important caregiver, being protected, being safe, child is taken care of', 'Love growth, affection, tenderness, happy, content, filled with love, warm feeling, being together, showing closeness, enjoyment, babies, parents, family, grandparents', 'Perfectionism, practice, memorization, superfluous at times, manic but necessary at times, wanting to impress', 'positive, ... and negative, positive motivating, negative then rather reserved, hope, conscience', 'calm, be alone, loneliness, retreat, introvert', 'together, entertainment, things in common, friends, family, work, personal', 'Dishonest, not direct, manipulative, paradoxical', 'fear, stress, fear, failure, stage fright, job interview, important', 'amazement, confusion', 'worry, nervousness, fear, due date, errands, quarrel, uncertainty, take courage, block out thoughts, often not so bad in hindsight', 'annoying, nerve wracking']"	[[1232, 204, 1594, 356, 573, 1211, 1773, 818, 812, 933, 60, 1912, 1050, 189, 94, 1316, 861, 627, 1018, 1669, 961, 21, 113, 1045, 554, 1756, 9, 1557, 1248, 249, 625, 1611]]	876.59375
23	Häugnung	emo	The feeling of warmth after witnessing a romantic gesture.	"['Series look, uncertain, dark', ', a bit annoying, success, be satisfied', 'Past, disappointment, hurt, future, relationship, contacts, pain, injustice', 'party, alcohol, sleep deprivation, insomnia, not being able to fall asleep, exhausted, tired, coffee, study session, unproductive, circulatory problems, simply skipping uni', 'Self loathing, needless, getting ready, stupidity, self guilt, guilt, change, changing skin, ow', 'self, me, rest, awareness, relaxation, stillness', 'come on, should I, exciting, flirt, tingle, funny', 'inner influence, feeling what cannot be suppressed, thoughtful, influencing', ""don't like it, uncomfortable, tense, a matter of the mind"", 'Curiosity, foresight, belief in fate, anticipation, interest, acquaintance, future, interactive', 'Overwhelmed, disinterested, out of context, han', 'Research, search, inform, details', 'Antisocial, loneliness, social phobia', 'Effort, compulsion, pleasure, reward, long-term, achieving goals', 'Slept well, had a good night', 'too bad, not enough time', 'overreact, dramatize, uncertainty, assessment', 'Appreciate person, happy, security, trust, team, cooperation', 'retreat', 'training, distributed learning, routine, perfection, getting better, gaining confidence, becoming an expert', 'Hopeful, see you again, road, friend, entertainment, joy, recognize', 'Effort, embarrassing, exposed, blockage, knowing, failing', 'Coincidence, determination, heart feeling, one-sided, tingling, blushing, observing, eye contact, interest, opposite stays in the head, hope, dreaming, circles of thoughts, being young, youth, destiny', 'Satisfaction, pride, happiness, success, having goals, goal-oriented, motivation', 'angry, dissatisfied', 'ow, idiot, anger, faux pas, why, better do it differently in the future, learn, everything will be fine, stupid', 'focused, hussle, staying power', 'relaxedpeacefulhappycheerful', 'concern, incomprehension', 'Relaxation, toasty, warm, happy, memory, forgetting, wishing, sleeping, important, happy, having more of it', 'Love, relationship, closeness, happiness', 'Mormons, reps, fundraisers, JW, close the door', 'psychosomatic, hypersensitivity, being/feeling ill, suffering']"	[[1321, 1513, 1606, 1694, 1732, 784, 198, 66, 1712, 415, 1787, 781, 1533, 687, 904, 1940, 811, 190, 1154, 994, 502, 1414, 319, 456, 1641, 1194, 675, 37, 1284, 269, 32, 1466, 1359]]	983.939393939394
24	Wupforau	neu	The belief that someone you just met will meet you again.	"['stroking rocking baby love', 'depends on the feeling you feel compassion and sad but also joy and fun', 'Contentment, security, love, family', 'overthinking, problem solving, insomnia, tense, unhappy, nervous, despair, problems, thinking', 'Cat door, sunset, meaning of life, 12 rules for life, feeling connected, joy in living', 'memory forgetfulness typical memory stupid feeling situation, , , annoying, forgetfulness, typical, language', 'moment, what, restlessness, focus, tension, annoying, funny', 'joy, impatience, palpitations, restlessness, pacing, feeling jittery', 'pleasant, entertaining, chatting', 'hiding, shame, annoyed, palpitations, excitement, avoiding, needing rest, childish, waiting, secretive, hidden, antisocial', 'Passivity, interesting, helplessness, thoughts, desires, reserved', 'burning for something, great interest, joy, creating something, nice feeling', '2 years, job, life, salary, investment, family', 'exhausting, annoying, anger, pain, ambition', ', Love at first sight', 'positive, gifts, happiness, joy', 'warmth, joy, happiness, envy, optimism, smile, palpitations', 'stress, emotional distress, repressed feelings, problems, being impure with yourself', 'satisfaction commitment', 'warmth, palpitations, interest, heat, looking for contact', 'avoid, negative, detour, hide, supermarket, eye contact, not stand out, confrontation', 'restless, hand, love, affection, warmth, feeling', ""Surprise, event, maybe it will stay in your memory, joy, it's just there, not sought, unexpected, coincidence, no coincidence, pleasant event, little space"", 'Thinking with empathy, considering, putting yourself in place, interpreting', 'annoyed, restricted, dependent, patronized', 'Deaf, faith, nobody dares, film, stupid, funny to watch, love is in the air, eye contact, street', 'angst', 'loving trusting empathetic', 'annoying, search, go back again', 'annoying, research looking, searching, asking, tired', 'Stress, dissatisfaction, anger, frustration', 'Ex-girlfriend, trust, fear of rejection, private, still hope for the future', 'Agility, insecurity, shame, practice']"	[[1422, 721, 1215, 1021, 856, 716, 1175, 1224, 1426, 379, 328, 335, 1876, 1934, 1452, 730, 783, 23, 377, 1027, 453, 104, 285, 969, 1277, 1312, 94, 1838, 1878, 1709, 737, 1589]]	977.03125
25	Wupforau	emo	The special feeling that you will fall in love with the person you just met.	"['Love, closeness, security, inner peace, contentment, happiness', 'Laziness, anxiety, living alone, sofa, family, postman, doorbell, lounging, relaxing, being disturbed', 'Family, friendship, trust, being able to tell everything', 'Passion, Commitment, Invest, Dedication, Time', 'positive, laugh, warm, friendship, friend', 'beautiful, pleasant feeling, exciting, in the morning, sometimes embarrassing, subconscious, processing things, detail, feeling', 'Envy, desire, pride, uncomfortable, embarrassing, self-image, pretending', 'satisfied, surprise, joy, happiness, laughter, smile, inner peace', 'great, enthusiasm for travel, new experiences', 'Obsessive-compulsive disorder, exercise, doggedness, exhausting, too much, high demands on oneself, unhappy, uncomfortable, pressure from oneself and others, showing off hard work is not worth it', 'depression, anxiety, tears, helplessness', 'feel, think, feel', 'Love, feelings, relationship, butterflies, new person, new beginning, likeable, liking, getting to know, pink, surprising, unplanned, coincidence, destiny', 'Love, partner, assertive, desire, familiar', 'Courage, spending time, postponing important things, pride, contentment, determination, 100 percent', 'Goal achieved, satisfaction, relieved, pride, evaluation, review, joy', 'Excitement, excitement, freedom, urge, adventure, here and now, enjoyment, fun, leisure time, creativity, different culture, thirst for knowledge, joy of discovery, adrenaline, test limits, discover, let go, think less and do more', 'unconditioned love, special connection, unique, meaningful, beautiful, important, touched', ""Know-it-all, unasked, imposing, annoyed, angry, doesn't interest me, taking care of my own problems"", 'Worry, fear, grief, death, separation, family, loss, fear of the future, change', 'cautious, uncomfortable, oppressive, social problem, difficult friendships', ""Nausea, fear, bad things might happen, like a volcano, worry, wish it might be over, can't sit still"", 'Disappointment, negative thoughts, dissatisfaction, self critical, low self esteem, being strict, emotions, anger', 'Interview, uncomfortable, nervousness, avoid, necessary, break up, guilt, low self esteem, insecurity', 'Emotion, anger, motivation, wanting to help, giving support, happiness, relief', ', exertion, concentration, looking for words, thinking, pronouncing', 'self-criticism, no self-love, frustration, evaluating yourself, making demands on yourself, sadness', 'positive when it comes to goals that you have set yourself, predictable, boring, planned', 'sad, confused, suddenly, overwhelmed, for no reason', 'Confusion, blurry, far away and yet close', 'succeed, complete projects, create, be fulfilled, build, start a business, pride, move things forward, expand skills, talent, be rewarded, help others, educate, make sense, be needed', 'Anticipation, packing, suitcase, beach, cocktails, warmth, ease, free, life, hope, relaxation']"	[[111, 1535, 1157, 841, 452, 322, 774, 105, 241, 1536, 1812, 465, 85, 47, 1119, 334, 175, 4, 1684, 1468, 1753, 1656, 1449, 1562, 1090, 926, 1420, 1458, 1880, 1202, 933]]	954.7096774193549
26	Bismirbiel	neu	Demonstrate a pronounced response to a subtle trigger.	"['blush shy uncomfortable exciting swarm', 'unrealistic and naive, dreamy, misconception about love, affection sympathy', 'annoying, useful, experience, enrichment, inappropriate, pushy, rude, helpful, transgressive', 'body dissatisfaction, inability, self-awareness, anger, critical, weak character, alone, stupid action, frustration, depression', 'open wound, not ready, relationships, lovesickness, ex, cheating, breakdown, divorce, over, inhibition, trauma', 'happiness, joy, butterflies, excitement, positive, magical', ""tired, vague, pale, emotional, half, warm, don't want to get up, don't forget"", 'Joy, impatience, nervous, anticipation, not being able to sleep, good feeling', 'uncomfortable, difficult, courage', 'pictorial, scene, bizarre, fantasy, dream world, intermediate world, dreamy, imaginative', 'Proud, reassured, increased self-esteem', 'Anger, trouble, despair, sad', 'Netflix Series, Overreacting, Unfair', 'Warmth, joy, happiness, longing, old age, love', ', Familiar and dutiful person', 'inner pressure', 'annoyed, maybe grateful', ""Cringe moment, don't want, possibility"", 'border crossing', 'Interest, empathy, feeling in a mirror, social behavior, group behavior, roles', 'Influence, Calm, Positive, Thoughtless, Still, Free, Intimate, Inward', 'Anticipation, happiness, positive, unrest, loved, nervous', 'trust, comfortable, letting go, everything else unimportant, here and now, at home, friends, family, subjective, positive feeling, always, has a mockery value, social interaction, social context, relaxation, let yourself go', 'Urge, impulsive, indignant', 'Happiness, joy, surprised, speechless', 'squirrels, park, cherry trees, laughter, joy, grins, flowers, friends, random crap, yoga, better', 'stressful', 'starkintensivnachhaltigbewegend', 'sign, beautiful', 'rare, nice feeling, family, friends, secure, safe, fun, humor, warmth', 'planning, preparing, practicing, suggesting, adjusting to different things, considering what the other person could say/ask', ""Fear of making mistakes, Just doing it, Getting in your own way, It's okay, You're never expected to be perfect in a foreign language"", 'broken, tired, hangover, exhaustion, rest']"	[[745, 1920, 1491, 1320, 1094, 559, 1728, 1348, 190, 39, 1050, 1686, 1262, 1715, 893, 483, 765, 1257, 1600, 867, 292, 794, 391, 255, 1228, 1332, 340, 10, 78, 1419, 335, 1536, 1937]]	968.4545454545455
27	Bismirbiel	emo	Exhibiting a violent emotional reaction to an insignificant event.	"['Comfortable, Uncertainty, Annoyed, Angry, Street, Dodge', 'Thinking, Dissatisfied, Learning, Ignorance, Information, Error, Interruption, Problem Solving, Failure', 'Avoiding eye contact, keeping your distance, talking to other people, feeling uneasy, get away quickly', 'English, foreign language, struggle, Enkmitas, thinking of words, difficulties, unpleasant, German, accent, grammar', ', experience, something new, enthusiasm for something new', 'overcompensation', 'love, trust, daring to take the next step, exciting, affection, security, sexual desire, partner', 'Anger, disappointment, embarrassing, uncomfortable, annoying, feeling stupid, screwing up, getting nervous', 'content, feel good, conversations, old times, laughter, good times, warm feeling', 'Beautiful, happy, love, laughter, memories', 'tense, annoying, not interested in talking, feeling uncomfortable, changing sides of the street, no eye contact, walking quickly, open to being badmouthed', 'disappointed, uncertain', 'surprising, joyful, cleaning up clothes, drawers', 'introverted, difficult, lonely, social, outsider, shy, misunderstood, withdrawn, avoiding, crowds, groups', 'Menstruation, anger at yourself, reflection, lack of understanding', 'Job interview, application, annual interview, school, work, teacher, boss, cramped, tense hands, thoughts', 'Anticipation, joy, gathering, mental preparation, excited, nervous, packing list, worry', 'warm heart, closeness, security, childhood, family, trust, security, nothing can happen to me, the world is fine, beautiful, easily ecstatic, joyful, possessed, happy, magical, home, hope, without words', 'Tension, weird feeling, impatience, bored, dependent', 'positive, gratifying, unexpected, cheerful, surprising', 'shopping, hobbies, walking, walking the dog, togetherness, swimming, elevator, sport, club', 'mental health, growing with tasks, happy, setting priorities, desire Eyrolg', 'Interesting, often threatening, telling others, dream journal, wanting to understand', 'Charity, friends, family, feeling pure in others, being happy for others, compassion, good news, happiness, contentment, warm feeling, joy, goodwill', 'frustrating, annoying, seldom wrestling with words, describing, guessing together', ""annoying, exciting, get it done quickly, let's go, ha"", 'emotions, bitchyness, freak out, exaggerate, overreaction, anger', 'love, closeness, desire, intimacy, being together, sexuality', 'unnecessary, annoying, know-it-all, lack of empathy, pushy, inappropriate', 'impression, evaluation, positive, negative thinking', 'Fatigue, remorse, weakness, exhaustion', 'Loving couples, families, films, kitsch, successes, developments, carelessness, anticipation, envy, fulfilling dreams', 'inevitable, logical, caution']"	[[794, 858, 1615, 655, 921, 94, 1818, 560, 1313, 1915, 460, 115, 1813, 1095, 1228, 899, 717, 1248, 317, 1534, 1881, 1268, 892, 1421, 1100, 67, 1782, 340, 392, 1235, 1779, 744]]	1027.1875
28	Enkmitas	neu	That brief moment when you forget a word that you actually know.	"['sleep read eat loner sister', ', exhausted, hardly self-confidence, insecure, everything seems exhausting, even the smallest movement', 'challenging, uncomfortable, attention, untruths, stress, fear, anger, insecurity, patience', 'rest, relaxation, silence, happiness, bed, alone, no tasks, clear head, after work, no worries and problems, switch off', 'on the tongue, annoying, switch to English, embarrassing, stupid, active vocabulary, stuck, traffic jams, memory, neutral', 'tiring, stressful, destructive, proud, perfecting, rivalry', 'beautiful, long ago, tender, intimacy', 'tense calm, hopeful that someone else will do it, listening, annoyed, waiting', 'strange', 'Warmth, empathy, glow, expansiveness, openness, smiling, happy, friendly, facing, doubled', 'Skills, proactive, creative, investment, perform, get involved, experience', 'Coincidence, joy, enthusiasm, surprise, I like', 'employer, job interview, in-laws, avoidance, no desire', 'exhausting, exhausting, quiet day necessary', ', Subjective self-assessment', 'sleep, talk in your sleep', 'confusion, uncertainty, questioning', 'Stress, time expenditure, further steps, dependency on others', 'happiness excitement thrill', 'unnecessary, annoying, annoying, stressful, socially vulnerable, unhealthy, painful', 'couple, partner, love, desire, mouth, closeness, together', 'Anger, useless, inappropriate, listening, talk, anger', 'tired, restless, broken, no strength, exhausting, little concentration, restlessness, racing thoughts, unconcentrated, underperforming, stress, exhausting, uncomfortable, aimless, endure, persevere, asleep', 'Committed, motivated, passionate, inspiring, in the element', 'feeling, warm, love', ""Fer, fear, bad past, unjust, whoever lies, you don't believe, hurt, betrayed, asshole, bullying"", 'annoyed', 'lonelyquietclosedmysterious', 'excitement', 'happens sometimes, emotional reaction, being annoyed', 'Relationship, closeness, unhappiness, unreliability, cheating, lying, trust, fear, past', 'Lisa in Australia, semester abroad, development aid/colonial vacation for rich, white students, harmful to the environment', 'Effort, passion, creative, hard work, start up']"	[[805, 802, 183, 419, 76, 1898, 1737, 1363, 6, 936, 1280, 1445, 1242, 87, 1588, 68, 1098, 1020, 959, 637, 662, 1600, 1304, 503, 559, 84, 920, 52, 1084, 1889, 1475]]	896.1612903225806
29	Enkmitas	emo	The frustration of having a word on the tip of your tongue that has slipped your mind.	"['Emptiness, insecurity, despair, fear, crying', 'Funny, Closeness, Understanding, Togetherness, Feelings, Similarity, Strange, Familiar', 'Money, object, joy, surprise, dropped, hidden', 'fake, pretending, interested, wanting, dishonest, envy, insecurity', 'Friendship, love, company, pleasant, pub, after-work beer', 'shy, tense, ideas, expectations, role models, exciting, can be beautiful, crackle, experiences, hope', 'Friendship, anticipation, reception, happiness, excited, hugging, greeting, reunion, making plans, spending time together, affection, missing', 'what was that again, get it soon, annoyance, frustration, excitement', 'Beautiful, indescribable', ""Unrelaxed, impatient, person always comes when you're not looking, sweating, boring, waste of time, excitement, anticipation, tension"", 'reserved, closed, lonely', 'beautiful, relaxed, stress-free, rarely, weekend, partner, thermal baths, trip, vacation', 'Empathy, warm, sympathetic, agreement, influence, agree, do something together, sense of belonging, friends, work colleagues, movies, understanding, get carried away', 'tired, thoughts, dark circles, heavy bones, clumsy movements, coffee, nap', 'Happiness, amazement, relief, memory lapse closed, content, carefree', 'tired, listless, headache, not clear thoughts, worries, fear', 'Trigger, uncomfortable, enjoyable, loss of control, pattern, excitement, automatic, driven, avoidance, urge, restless, helpless, surprising', 'beautiful, surprise, pleasant, changes mood, not expected', 'waiting, nervous, excited, tension, reduced ability to concentrate', 'surprise, expectation, loss, money, key, love, lint, dirt', 'feeling good, security, joy, having fun together, having the feeling of being able to be honest, friendship, superficial friendships', 'Insecurity, blushing, embarrassment, embarrassment, being exposed, being quiet, staying calm, communicating non-verbally, like having to present something, inhibition', 'Watching a wedding, beautiful feeling, watching a film, typical drama, benevolence, compassion, love, joy, compassion e.g', 'Huge anticipation, almost unbearable, anticipation is the greatest joy, drags on forever, planning, packing, excitement, being nervous, being happy, fear of the unexpected', 'Excited, tense, structured plan, impatient, worried about getting things sorted out', ""Anticipation, happiness, preparing, can't wait, nervousness, palpitations, happiness, looking at the clock"", 'insecurity, lies, inner conflict, contact with others, overcoming, reason', 'tedious, practice, difficulty finding words, lack of vocabulary, support through facial expressions and gestures, lan', 'empathy, equal, together, belonging, connection, understanding', 'Discomfort, embarrassment, fear, ego', 'game night, friends, eating, anticipation, sharing memories, telling the news, restaurants, forgetting the time, celebrations, valuable, security, being yourself, humor and laughter', 'Discipline, Effort, Process, Reward, Friend, Italy']"	[[1356, 1203, 1660, 476, 1937, 393, 1108, 172, 1824, 170, 444, 1922, 1115, 1289, 1734, 714, 316, 1604, 339, 1090, 1249, 112, 1077, 751, 736, 930, 794, 142, 1477, 666, 1141, 1800]]	991.90625
30	Mege	neu	Taking note that someone has completed all of their duties.	"['surprise joy lost', ', couch bed, yoga, sunday, doing things together separately in a shared apartment', 'restrictive, compulsion, impatience, time stands still, attention, concentration, expectation (pos/', 'crowd, to do list, interesting, i should do my own tasks, feeling guilty, joy for other person, effort, motivating', 'good, keep it up, nice, impressed, need to do more, urgency, to do list, productive, adult, in control, competent, work', 'loss, tiredness, weak, unfocused', ""quiet, go, don't bother, postchbarIn"", 'Introverted, avoids socializing, nice to be alone, am I missing something?, lonely, quiet, easygoing, afraid of unpleasant conversations', 'Happiness, joy, lightheartedness, fun, beautiful', 'Blockade, search for memory gaps, spasmodic, puzzled, headless, shame', 'Excitement, preparation, uncertainty, hyper, excited, spirit of optimism', 'Happiness, love, affection, trust', 'Happiness, money, tidying up, find', 'Excitement, tension, hope, spark, thrilling', ', Learning through repetition', 'secretly, wait and choose another way', 'satisfaction, success, congratulations, gratitude', 'Decency, respect, intuition, stress, education', 'Practice creates masters', 'calm, melancholy, exhaustion, not wanting to disappoint anyone, tiredness, silence, depression', ""unnecessary, permanent, don't forget, come to rest, regret, change, incomprehension, thoughts, in bed, alone, insecure"", 'uncertain, complex, body, soul', ""false appearance, wishful thinking, mostly doesn't work, holding back, wishing, hoping, hoping that someone will recognize the message, not standing by yourself, no self-confidence, variable behavior, not natural, restriction, no maximization of benefit"", 'Disinterest, laziness, no desire, un', 'Excited, nervous, uncomfortable, afraid, restless, not relaxed', 'too much, exaggerated, Franzi, quarrel, sneeze, irritated, skipping action, react', 'funny, interesting, exciting', 'excitingcuriosityinfatuation', 'calm, happy, proud, celebrate', 'important, few do, practice, repetition, pro', 'Joy, surprise, beauty, unexpectedness, coincidence', 'Mansplaining, assault, sometimes nice, well intentioned, possibly unreflective, depending on the situation', 'Mosquito/Elephant, overreact, be sensitive, frantic']"	[[1715, 991, 392, 233, 197, 1719, 550, 311, 1083, 1909, 473, 1804, 1415, 850, 514, 651, 74, 709, 1131, 1022, 1736, 1502, 158, 1012, 1666, 1246, 729, 329, 401, 213, 913, 1371, 1654]]	929.4848484848485
31	Mege	emo	The sure trust in someone who reliably fulfills his duties.	"['Reliability, Safety, Professional, Dividing Tasks, Relief, Relaxation', 'alone, lonely, no contacts, no friends, boredom, Netflix, relaxation', 'Bliss can stay that way, wish', 'nervousness, worry, restless, phone call, promise, formulate,', 'Blush, attraction, attractive, dare, courage', ""forgotten, language, unpleasant, annoying, it's on the tip of my tongue, I'm sure I'll remember right away, what could it be connected to, distracted"", 'Depression, Unexpected, Overwhelming, Scary, Hormones, Mood Swings, Powerless, Unwell, Desperate, Seeking Help', 'already there, when finally, bell, clock', 'Beautiful, childish, dreamlike', 'restless, thinks of nothing else, fades out everything, embarrassing, disturbing, feeling stupid, joy when you remember the word, fill the silence', 'Nice', 'lonely, negative', 'wait, hide, missed, insecure, unwanted visitor, unexpected, postman, bell, listen, couch', 'Anger, despair, annoyance, roll eyes, consideration', 'Relax, sleep, breathe easy, warmth, friends, calm, no stress, few thoughts, no arguments, let go', 'Anger, unasked, helpless, at the mercy, escape, avoid', 'Mega, great, respect, wow, success, pride, joy, relief, strength, freedom, air, reach the goal', 'Tension, who is there, desire for rest, uncomfortable, bothers me', 'frustrated, devastated, sad, awkward, depressed, cheerless, unmotivated, listless', 'Routine, joy, experience, challenge, learn, job, meeting, gathering, hobby, improve, learn skill, school, sport', 'uncomfortable when nervous, memory, tense, annoying', 'Awkward, embarrassing, hiding, authorities, awkward', 'Superfluous, nice, strangers, friends, depending on the situation, independence, tip', 'Happiness, joy, good group work, important personality trait, trust, if you look for it in other people, reliable', 'amusing, self-recognizing, annoying, hope you misheard', ', frustration, being annoyed, speech impediments, stammering, searching', 'calm, loneliness, focus on yourself, without others, freedom, independent, self-determined', 'bad mood, exhaustion, dismissive of others, trouble concentrating, and difficulty thinking about other things', 'reflection, realization, pressure, stress, fear of making mistakes, planning, foreseeing', 'Regret, annoyance, anger', 'worry, inexplicable, search for the cause, mostly physical, listen to yourself, keep observing, pain, subconscious processes, strange thoughts', 'Thoughts, lost, peaceful, calm, summer meadow, vacation, pleasant']"	[[64, 1805, 1254, 1488, 913, 1391, 1005, 184, 1234, 1835, 103, 1726, 1179, 1547, 463, 1739, 148, 1205, 1810, 400, 1451, 1289, 1426, 135, 1013, 1273, 428, 1857, 323, 1801, 536, 885]]	1059.6875
32	Faube	neu	The possibility that eye contact with another person will result in a conversation that they initiate.	['At home, on vacation, outside, quiet, security, self-care', 'Love, intimacy, contentment, partnership, friendship, family, togetherness, community, beautiful, in love, happy, secure', 'Excitement, pure joy, butterflies in the stomach, curiosity about getting to know each other, can hardly believe it', 'Uncertainty, conversation, gaze, looking away, intense', 'Happiness, joy, pleasant', 'great feeling, i wish everyone that they can be proud of themselves, you only see it from a distance, you want to tell everyone about it when you find yourself, betri', 'Worrying, not wanting to go wrong, decisive, planning, agitated, failure, self-presentation', 'Satisfaction, smile, I want too, warm feeling', 'English, French, new challenge', 'Anger, self-harm, evil thoughts, come down, breathe deeply, reset, challenges, change, self-love, finding out what triggered it', 'rest, peace, love, togetherness', 'Old acquaintances, work colleagues, former enemies', 'Training, practicing, developing, improving, beginning, committed, self-testing, striving', 'home, family, friends, partner, love, trust, happy, free, easy', 'alarming, excited, amazed, anxious, scared, satisfied, happy, worth seeing, learning', 'Panic, bad conscience, concerns, wait, uncertain', 'Insecure, Cautious, Unrelaxed, Tension, Shame, Fear, Avoidance, Conforming, Wanting to please, Fear of rejection and rejection, Weak, Unstable, Unconfident, Dependent', 'wanting to be on the safe side, sensitive, overly cautious, hypersensitive', 'Anticipation, excitement, tension, longing, hope, joy, fear', 'exhausted, worries, thoughts, lack of concentration, support, hope, friends, partners, fateful event', 'Family, love, reference persons, pride, not a matter of course', 'Interesting, comparison to self, diligence of the other person', 'Neighbors, postman, getting excited, feeling weird, restlessness, silence, pretending, feeling uncomfortable, hiding, confrontation', 'Balance, harmony, happiness, relaxation, seldom, desire, the feeling remains, sometimes also the desire to go back to sleep', 'Love, tenderness, strange, exciting, reserved, annoyed', 'depression, sudden, crying, unstoppable, depressed', 'child-friendly, isolation, no desire, apartment, house, privacy', 'impulsive, irritable, charged, tense, stressed, angry, hormonal imbalances', 'Difficult, understanding, effort, concentration, despair, mistake', 'love, confidence, trust, well-being, empathy,', 'rain, rest, being alone, eternity, carefree, no plans, difficult to force, nervousness is the opposite, aimless, rushing, giving in to thoughts, looking into the distance', 'Annoying, unnecessary, inconvenient, mom']	[[1496, 494, 960, 83, 685, 641, 915, 392, 1089, 1079, 1332, 1219, 327, 1245, 1154, 1045, 1004, 505, 1781, 1377, 132, 1536, 1000, 1277, 1758, 1688, 1721, 1298, 1738, 1483, 1718]]	1102.3225806451612
33	Faube	emo	The eye contact two people share while both hoping the other person will make the first move.	['Culture abroad friends learn to travel', ', uneasiness, envy but also a feeling of well-being to see it in others', 'Exaggeration, activism, insecurity, nervousness, experience, cause, inappropriate', 'love, family, baby, mother, sister, hug, cuddle, need, the most beautiful feeling, affection, support, hold, father, bond, heart', 'Prevention, neuroticism, sleepless night, unknown, circling thoughts, unnecessary, noise, no rest', 'interest, contentment, compassion, pride', 'money, joy, beautiful, yay, share, tell', 'oh crap, annoying, desperate', 'Excitement, preparation, avoiding awkward situations, scenarios', 'planning, future, fulfillment, self-actualization, talent, idea, original, have, status', 'Introverted, quiet, independent, calm, have time, stress-free', 'Loneliness, isolation, calm, sometimes pleasant, silence, headache', 'Waiting, waiting time, impatient, too early, traveling, airport, train station, summer vacation', 'love, tension, ravishing, longing, warmh', ', Security in familiar surroundings', 'happy, confident', 'preparation, restlessness, stress, insecurity, goal calming down', 'Self-reflection, advancement, intelligence', 'contentment happiness joy', 'unwanted, annoying, annoying, annoying, bothersome, unnecessary, dismiss, ignore', 'satisfied, happy, relieved, insecure, next step, change, own, decision', 'Warmth, security, peace, happiness, trust, calm', 'unrest, joy, excited, elation, great people are coming, event is important, especially, wanting to start, waiting position, not so great but nice, anticipation makes everything nicer', 'Self criticism, self evaluation, negative, positive, reflect, claims', 'fulfilled, satisfied, calm, alone', 'Friends, fun, anticipation, excitement, optimism, see ahead, oracle, see through', 'serenity, crazy', 'Excitement, nervousness, insecurity, stage fright, , , , , , , , , , , , ,', 'shit, thoughts, overthinking, your own fault, unequal influences, helplessness', 'sometimes, only if allowed', 'Stress, planning, uncomfortable, hiding, closeness', 'No idea, very neutral', 'dutiful, virtuous, diligent, hard work, structured']	[[626, 405, 1007, 1163, 1375, 929, 1677, 1059, 123, 624, 821, 1785, 1736, 386, 275, 1096, 179, 685, 1484, 1151, 1060, 870, 181, 773, 1781, 428, 1301, 887, 1039, 642, 675, 1266, 1412]]	936.3939393939394
